player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,over_odds,under_odds,implied_prob,market_prob,our_prob,adjustments,is_b2b,rest_days,minutes_factor,minutes_trend,game,home_team,away_team,opponent,opp_defense_rank,matchup_label,team_pace_rank,opp_pace_rank,flags,player_status,context_quality
Brandon Williams,assists,3.5,4.9,41.4,12.4,44.0,OVER,4.2,4.1,52.0,48.0,COLD,25,fanduel,-102,-102,-125,47.6,47.6,60.0,minutes: +6.5%,False,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,,,NEUTRAL,,,MINS UP,HEALTHY,33
Saddiq Bey,rebounds,5.5,7.8,41.0,12.3,53.0,OVER,6.8,6.1,63.0,37.0,COLD,27,fanduel,-115,-115,-111,50.4,50.4,62.7,minutes: +6.9%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,,,NEUTRAL,,,MINS UP,HEALTHY,33
Payton Pritchard,points,19.5,11.8,-39.6,11.9,45.0,UNDER,12.4,16.4,26.0,74.0,COLD,27,fanduel,-106,-120,-106,48.5,48.5,60.4,opp_defense: -3.1% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: -0.1% | usage_rate: +0.2% | shot_volume: -8.0% | ts_regression: -3.5%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,26.0,TOUGH,,,TOUGH DEF | B2B | VOL DOWN,HEALTHY,94
Reed Sheppard,threes,4.5,2.7,-38.9,11.7,70.0,UNDER,2.4,2.6,8.0,92.0,COLD,24,fanduel,-230,168,-230,65.1,65.1,76.8,minutes: -0.5% | usage_rate: -0.3% | shot_volume: +8.0%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,,,NEUTRAL,,,VOL UP,HEALTHY,39
Anfernee Simons,pra,19.5,11.9,-38.8,11.6,55.0,UNDER,13.8,17.6,37.0,63.0,COLD,27,fanduel,-106,-120,-106,48.5,48.5,60.2,opp_defense: -3.6% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: -2.3% | usage_rate: +0.5% | shot_volume: -4.1% | ts_regression: -3.3%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,,NEUTRAL,,,B2B | VOL DOWN,HEALTHY,94
Collin Murray-Boyles,rebounds,4.5,2.8,-38.5,11.6,54.0,UNDER,3.0,3.3,17.0,83.0,NEUTRAL,23,fanduel,-160,124,-160,58.0,58.0,69.5,minutes: -9.6%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS DOWN,HEALTHY,33
Jarace Walker,points,6.5,9.0,38.1,11.4,61.0,OVER,7.2,9.5,63.0,37.0,COLD,27,fanduel,106,106,-136,45.7,45.7,57.2,minutes: -10.0% | injury_boost: +8.0% | usage_rate: -0.4% | shot_volume: +7.3% | ts_regression: +5.0%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,,,NEUTRAL,,,MINS DOWN | INJ BOOST +8% | VOL UP,HEALTHY,55
Kevin Durant,threes,3.5,2.2,-37.8,11.3,71.0,UNDER,2.4,1.9,9.0,91.0,HOT,22,fanduel,182,-250,182,33.2,33.2,44.5,opp_defense: +1.5% | location: -2.0% | pace: -1.5% | minutes: +3.5% | usage_rate: +1.5% | shot_volume: -8.0%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,12.0,NEUTRAL,,,VOL DOWN,HEALTHY,83
Kevin Durant,assists,3.5,4.8,37.3,11.2,47.0,OVER,4.6,3.9,45.0,55.0,NEUTRAL,22,fanduel,-172,-172,128,59.0,59.0,70.2,opp_defense: +2.9% | location: -2.0% | pace: -1.5% | minutes: +3.5%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,10.0,GOOD,,,,HEALTHY,77
Jose Alvarado,pra,12.5,17.1,37.1,11.1,50.0,OVER,15.4,14.9,59.0,41.0,COLD,27,fanduel,-115,-115,-111,50.4,50.4,61.6,opp_defense: +3.2% | location: +2.5% | pace: +0.7% | minutes: +10.0% | usage_rate: -1.2% | shot_volume: -8.0% | ts_regression: -1.8%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,IND,,NEUTRAL,,,MINS UP | VOL DOWN,HEALTHY,86
Kon Knueppel,threes,3.5,4.7,35.4,10.6,51.0,OVER,4.2,3.5,52.0,48.0,HOT,27,fanduel,132,132,-170,40.6,40.6,51.3,minutes: +6.1% | usage_rate: +0.4% | shot_volume: +8.0%,False,,1.0,STABLE,Charlotte Hornets @ Detroit Pistons,Detroit Pistons,Charlotte Hornets,,,NEUTRAL,,,MINS UP | VOL UP,HEALTHY,39
Collin Murray-Boyles,points,6.5,4.2,-35.0,10.5,42.0,UNDER,4.2,6.7,43.0,57.0,COLD,23,fanduel,-125,-102,-125,52.4,52.4,62.9,minutes: -9.6% | usage_rate: -1.4% | shot_volume: -5.6%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS DOWN | VOL DOWN,HEALTHY,39
Steven Adams,rebounds,10.5,6.9,-34.6,10.4,53.0,UNDER,6.4,8.6,30.0,70.0,COLD,20,fanduel,-166,124,-166,58.3,58.3,68.7,opp_defense: -7.2% | location: -2.0% | pace: -1.5% | minutes: +1.6%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,27.0,TOUGH,,,TOUGH DEF,HEALTHY,77
Jamal Shead,rebounds,2.5,3.4,34.7,10.4,51.0,OVER,3.4,1.9,25.0,75.0,HOT,28,fanduel,104,104,-132,46.3,46.3,56.7,minutes: +10.0%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS UP,HEALTHY,33
Jamal Shead,threes,1.5,2.0,34.7,10.4,46.0,OVER,1.8,1.0,25.0,75.0,HOT,28,fanduel,118,118,-150,43.3,43.3,53.7,minutes: +10.0% | usage_rate: -1.4% | shot_volume: +8.0%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS UP | VOL UP,HEALTHY,39
Sandro Mamukelashvili,pra,24.5,16.3,-33.7,10.1,74.0,UNDER,15.4,16.3,11.0,89.0,COLD,27,fanduel,-122,-104,-122,51.9,51.9,62.0,minutes: +8.2% | usage_rate: -0.7% | shot_volume: -8.0% | ts_regression: -1.7%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS UP | VOL DOWN,HEALTHY,42
Andre Drummond,points,10.5,7.0,-33.8,10.1,41.0,UNDER,7.0,7.5,36.0,64.0,COLD,25,fanduel,100,-128,100,47.1,47.1,57.2,rest: -8.0% | minutes: -0.4% | usage_rate: -2.0% | shot_volume: +8.0% | ts_regression: -3.5%,True,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,,,NEUTRAL,,,B2B | LOW USG | VOL UP,HEALTHY,50
Payton Pritchard,threes,3.5,2.4,-32.7,9.8,52.0,UNDER,2.6,2.7,26.0,74.0,COLD,27,fanduel,-146,114,-146,55.9,55.9,65.8,opp_defense: -4.8% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: -0.1% | usage_rate: +0.2% | shot_volume: -8.0%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,22.0,HARD,,,B2B | VOL DOWN,HEALTHY,91
Jordan Walsh,points,9.5,12.6,32.4,9.7,50.0,OVER,12.0,7.6,22.0,78.0,HOT,23,fanduel,-111,-111,-115,49.6,49.6,59.3,rest: -8.0% | minutes: +10.0% | usage_rate: -2.4% | shot_volume: +8.0% | ts_regression: +4.4%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,B2B | MINS UP | LOW USG | VOL UP,HEALTHY,50
Miles Bridges,threes,2.5,1.7,-32.4,9.7,40.0,UNDER,2.0,2.4,52.0,48.0,HOT,27,fanduel,-215,164,-215,64.3,64.3,74.0,opp_defense: -5.6% | location: -2.0% | pace: -0.4% | minutes: +0.3% | usage_rate: +1.4% | shot_volume: -7.1%,False,,1.0,STABLE,Charlotte Hornets @ Detroit Pistons,Detroit Pistons,Charlotte Hornets,DET,24.0,HARD,,,VOL DOWN,HEALTHY,83
Derrick White,threes,3.5,4.6,31.6,9.5,50.0,OVER,5.4,3.3,38.0,62.0,HOT,26,fanduel,-164,-164,128,58.6,58.6,68.1,opp_defense: -4.8% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: +2.1% | usage_rate: +1.1% | shot_volume: +5.6%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,22.0,HARD,,,B2B | VOL UP,HEALTHY,91
Amen Thompson,rebounds,5.5,7.2,31.5,9.5,42.0,OVER,7.4,7.3,71.0,29.0,COLD,24,fanduel,100,100,-132,46.8,46.8,56.2,opp_defense: -7.2% | location: -2.0% | pace: -1.5% | minutes: +4.2%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,27.0,TOUGH,,,TOUGH DEF,HEALTHY,77
VJ Edgecombe,assists,4.5,3.1,-31.4,9.4,60.0,UNDER,3.0,4.0,30.0,70.0,COLD,23,fanduel,-172,134,-172,59.7,59.7,69.1,opp_defense: -3.1% | location: +2.5% | rest: -8.0% | pace: -0.3% | minutes: +1.3%,True,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,DAL,20.0,NEUTRAL,,,B2B,HEALTHY,85
Nikola Jokic,points,27.5,36.1,31.1,9.3,58.0,OVER,33.2,29.6,54.0,46.0,HOT,26,fanduel,-102,-102,-130,47.2,47.2,56.5,opp_defense: -1.6% | location: +2.5% | pace: -1.5% | minutes: +2.5% | shot_volume: +8.0%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,HOU,19.0,NEUTRAL,,,VOL UP,HEALTHY,80
Derik Queen,points,12.5,16.4,31.0,9.3,43.0,OVER,15.2,12.8,39.0,61.0,NEUTRAL,28,fanduel,-125,-125,-102,52.4,52.4,61.7,minutes: +10.0% | usage_rate: +0.8% | shot_volume: -8.0% | ts_regression: +3.6%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,,,NEUTRAL,,,MINS UP | VOL DOWN,HEALTHY,42
Jamal Shead,assists,5.5,7.2,30.6,9.2,56.0,OVER,6.6,5.6,39.0,61.0,HOT,28,fanduel,-128,-128,100,52.9,52.9,62.1,minutes: +10.0%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS UP,HEALTHY,33
Tim Hardaway Jr,points,10.5,13.7,30.1,9.0,56.0,OVER,13.4,12.2,69.0,31.0,NEUTRAL,26,fanduel,-125,-125,-106,51.9,51.9,61.0,minutes: +10.0% | usage_rate: -1.1% | shot_volume: -8.0%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,,,NEUTRAL,,,MINS UP | VOL DOWN,HEALTHY,39
Sandro Mamukelashvili,threes,1.5,1.0,-30.0,9.0,43.0,UNDER,1.0,1.1,30.0,70.0,COLD,27,fanduel,106,-136,106,45.7,45.7,54.7,minutes: +8.2% | usage_rate: -0.7% | shot_volume: -8.0%,False,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,,,NEUTRAL,,,MINS UP | VOL DOWN,HEALTHY,39
Josh Okogie,points,12.5,8.8,-29.7,8.9,70.0,UNDER,9.4,7.1,8.0,92.0,HOT,24,fanduel,-112,-118,-112,49.4,49.4,58.3,minutes: +9.1% | usage_rate: -2.1% | shot_volume: -8.0% | ts_regression: +5.0%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,,,NEUTRAL,,,MINS UP | LOW USG | VOL DOWN,HEALTHY,42
Jared McCain,points,9.5,6.7,-29.5,8.9,42.0,UNDER,6.6,7.2,29.0,71.0,COLD,17,fanduel,-104,-122,-104,48.1,48.1,57.0,rest: -8.0% | minutes: -1.4% | usage_rate: -0.3% | shot_volume: +1.3% | ts_regression: -3.2%,True,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,,,NEUTRAL,,,B2B,HEALTHY,50
Derrick White,assists,5.5,4.0,-27.6,8.3,42.0,UNDER,4.2,5.1,35.0,65.0,COLD,26,fanduel,116,-148,116,43.7,43.7,52.0,opp_defense: -7.1% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: +2.1%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,27.0,TOUGH,,,TOUGH DEF | B2B,HEALTHY,85
Jay Huff,threes,1.5,1.9,26.9,8.1,43.0,OVER,1.6,1.4,37.0,63.0,COLD,27,fanduel,-170,-170,132,59.4,59.4,67.4,minutes: +10.0% | injury_boost: +5.0% | usage_rate: -1.0% | shot_volume: -8.0%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,,,NEUTRAL,,,MINS UP | INJ BOOST +5% | VOL DOWN,HEALTHY,52
Neemias Queta,pra,22.5,16.6,-26.4,7.9,55.0,UNDER,18.6,19.6,36.0,64.0,COLD,25,fanduel,-113,-113,-113,50.0,50.0,57.9,opp_defense: -3.6% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: +10.0% | usage_rate: -1.7% | shot_volume: -8.0% | ts_regression: -2.1%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,,NEUTRAL,,,B2B | MINS UP | LOW USG | VOL DOWN,HEALTHY,94
Max Christie,points,7.5,9.4,25.9,7.8,72.0,OVER,10.4,11.8,89.0,11.0,COLD,28,fanduel,102,102,-130,46.7,46.7,54.4,minutes: -10.0% | usage_rate: -1.6% | shot_volume: -5.4% | ts_regression: +2.8%,False,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,,,NEUTRAL,,,MINS DOWN | LOW USG | VOL DOWN,HEALTHY,42
Max Christie,rebounds,2.5,3.2,26.1,7.8,46.0,OVER,3.6,3.3,54.0,46.0,HOT,28,fanduel,100,100,-128,47.1,47.1,54.9,minutes: -10.0%,False,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,,,NEUTRAL,,,MINS DOWN,HEALTHY,33
Pascal Siakam,points,23.5,29.5,25.6,7.7,70.0,OVER,23.2,23.8,58.0,42.0,NEUTRAL,26,fanduel,-122,-122,-104,51.9,51.9,59.6,opp_defense: +6.5% | location: -2.0% | pace: +0.7% | minutes: -2.3% | injury_boost: +8.0% | usage_rate: +2.5% | shot_volume: +7.7%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,NOP,3.0,SMASH,,,SMASH SPOT | INJ BOOST +8% | HIGH USG | VOL UP,HEALTHY,96
Sam Hauser,threes,2.5,1.9,-24.6,7.4,41.0,UNDER,2.4,2.1,30.0,70.0,HOT,27,fanduel,112,-142,112,44.6,44.6,51.9,opp_defense: -4.8% | location: -2.0% | rest: -8.0% | pace: -1.9% | minutes: -7.1% | usage_rate: -1.9% | shot_volume: +8.0%,True,,1.0,STABLE,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,TOR,22.0,HARD,,,B2B | MINS DOWN | LOW USG | VOL UP,HEALTHY,91
Tobias Harris,points,13.5,10.3,-24.0,7.2,60.0,UNDER,10.4,13.4,35.0,65.0,COLD,17,fanduel,-113,-113,-113,50.0,50.0,57.2,opp_defense: +0.4% | location: +2.5% | pace: -0.4% | minutes: -8.5% | usage_rate: -0.6% | shot_volume: -8.0% | ts_regression: -3.9%,False,,1.0,STABLE,Charlotte Hornets @ Detroit Pistons,Detroit Pistons,Charlotte Hornets,CHA,11.0,NEUTRAL,,,MINS DOWN | VOL DOWN,HEALTHY,86
Moussa Diabate,points,5.5,4.2,-23.6,7.1,64.0,UNDER,3.4,8.2,73.0,27.0,COLD,26,fanduel,-128,100,-128,52.9,52.9,60.0,minutes: -10.0% | shot_volume: -8.0% | ts_regression: -5.0%,False,,1.0,STABLE,Charlotte Hornets @ Detroit Pistons,Detroit Pistons,Charlotte Hornets,,,NEUTRAL,,,MINS DOWN | VOL DOWN,HEALTHY,39
Daniel Gafford,rebounds,4.5,5.5,22.8,6.8,64.0,OVER,5.6,6.1,71.0,29.0,COLD,17,fanduel,-128,-128,100,52.9,52.9,59.7,opp_defense: +2.2% | location: -2.0% | pace: -0.3% | minutes: -10.0%,False,,1.0,STABLE,Dallas Mavericks @ Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,PHI,11.0,NEUTRAL,,,MINS DOWN,HEALTHY,77
Isaiah Jackson,rebounds,6.5,8.0,22.4,6.7,59.0,OVER,8.2,6.1,41.0,59.0,HOT,27,fanduel,-125,-125,-102,52.4,52.4,59.1,minutes: +0.3% | injury_boost: +4.0%,False,,1.0,STABLE,Indiana Pacers @ New Orleans Pelicans,New Orleans Pelicans,Indiana Pacers,,,NEUTRAL,,,INJ BOOST +4%,HEALTHY,46
Ryan Kalkbrenner,points,7.5,9.1,21.2,6.4,52.0,OVER,8.6,8.9,64.0,36.0,NEUTRAL,25,fanduel,-104,-104,-122,48.1,48.1,54.5,minutes: +1.1% | usage_rate: -2.7% | shot_volume: +7.0% | ts_regression: -2.8%,False,,1.0,STABLE,Charlotte Hornets @ Detroit Pistons,Detroit Pistons,Charlotte Hornets,,,NEUTRAL,,,LOW USG | VOL UP,HEALTHY,42
Jamal Murray,threes,3.5,4.2,21.0,6.3,48.0,OVER,3.4,3.3,40.0,60.0,COLD,25,fanduel,116,116,-154,43.3,43.3,49.6,opp_defense: -0.1% | location: +2.5% | pace: -1.5% | minutes: +1.6% | usage_rate: +1.9% | shot_volume: +7.9%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,HOU,16.0,NEUTRAL,,,VOL UP,HEALTHY,83
Alperen Sengun,assists,6.5,7.8,20.6,6.2,68.0,OVER,8.0,7.2,59.0,41.0,HOT,22,fanduel,-122,-122,-108,51.4,51.4,57.6,opp_defense: +2.9% | location: -2.0% | pace: -1.5% | minutes: +0.5%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,10.0,GOOD,,,,HEALTHY,77
Amen Thompson,points,15.5,18.7,20.6,6.2,56.0,OVER,19.0,17.6,58.0,42.0,HOT,24,fanduel,-125,-125,-106,51.9,51.9,58.1,opp_defense: -0.2% | location: -2.0% | pace: -1.5% | minutes: +4.2% | usage_rate: +0.1% | shot_volume: -5.4% | ts_regression: +3.9%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,DEN,15.0,NEUTRAL,,,VOL DOWN,HEALTHY,86
Reed Sheppard,points,16.5,13.1,-20.3,6.1,73.0,UNDER,11.4,12.8,12.0,88.0,COLD,24,fanduel,100,-132,100,46.8,46.8,52.9,minutes: -0.5% | usage_rate: -0.3% | shot_volume: +8.0% | ts_regression: -4.9%,False,,1.0,STABLE,Houston Rockets @ Denver Nuggets,Denver Nuggets,Houston Rockets,,,NEUTRAL,,,VOL UP,HEALTHY,42
