player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,over_odds,under_odds,implied_prob,market_prob,our_prob,adjustments,is_b2b,rest_days,minutes_factor,minutes_trend,game,home_team,away_team,opponent,opp_defense_rank,matchup_label,team_pace_rank,opp_pace_rank,news_status,news_adjustment,news_flags,news_notes,news_sources
DeMar DeRozan,rebounds,3.5,2.9,-15.8,12.3,65.0,UNDER,4.0,3.2,35.0,65.0,HOT,26,fanduel,114,-146,114,46.7,44.1,59.1,Home: 0.81x | Rested: 1.03x,False,4,0.97,STABLE,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Buddy Hield,points,7.5,10.7,43.1,12.3,60.0,OVER,10.4,8.0,59.0,41.0,HOT,27,fanduel,108,108,-138,48.1,45.3,60.3,Rested: 1.03x | Mins: 1.15x,False,4,1.16,UP,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,PHX,17,NEUTRAL,18,20,NO_NEWS,,,No player news found,
Jett Howard,points,9.5,7.4,-21.8,12.3,47.0,UNDER,10.2,5.4,12.0,88.0,HOT,17,fanduel,104,-132,104,49.0,46.3,61.3,Home: 0.76x | Rested: 1.03x | Mins: 1.15x,False,5,1.35,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,No player news found,
Klay Thompson,threes,2.5,3.5,41.5,12.3,61.0,OVER,3.2,2.8,56.0,44.0,HOT,25,fanduel,140,140,-188,41.7,39.0,54.0,Home: 1.07x | Rested: 1.03x,False,3,0.99,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Duncan Robinson,threes,2.5,2.8,11.2,12.2,70.0,OVER,2.6,3.0,71.0,29.0,COLD,24,fanduel,134,134,-180,42.7,39.9,54.9,Home: 1.09x | Rested: 1.03x | Mins: 0.88x,False,3,0.88,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DAL,16,NEUTRAL,16,14,NO_NEWS,,,No player news found,
Bruce Brown,points,8.5,6.4,-24.6,12.2,64.0,UNDER,7.4,6.6,32.0,68.0,HOT,25,fanduel,102,-130,102,49.5,46.7,61.7,Home: 0.83x | Rested: 1.03x | Mins: 1.10x,False,3,1.1,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,ORL,19,NEUTRAL,23,11,NO_NEWS,,,No player news found,
Jaxson Hayes,rebounds,6.5,4.4,-32.9,12.1,76.0,UNDER,5.0,4.2,9.0,91.0,HOT,22,fanduel,-104,-122,-104,51.0,48.1,63.1,Home: 0.93x | Rested: 1.03x,False,4,0.91,DOWN,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,UTA,4,SMASH,25,3,NO_NEWS,,,No player news found,
Tyus Jones,points,6.5,2.7,-58.5,12.1,57.0,UNDER,4.2,2.4,12.0,88.0,HOT,26,fanduel,100,-128,100,50.0,47.1,62.1,Home: 0.75x | Rested: 1.03x,False,5,1.01,STABLE,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,No player news found,
Anthony Black,pra,25.5,25.2,-1.2,12.0,80.0,UNDER,23.8,20.3,19.0,81.0,HOT,26,fanduel,-111,-115,-111,52.6,49.6,64.6,Home: 0.93x | Rested: 1.03x | Mins: 1.12x,False,5,1.12,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,,
Jonas Valanciunas,points,7.5,8.6,15.3,12.0,76.0,OVER,9.6,8.4,72.0,28.0,HOT,25,fanduel,-111,-111,-115,52.6,49.6,64.6,Home: 0.95x | Rested: 1.03x,False,3,1.08,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,ORL,19,NEUTRAL,23,11,NO_NEWS,,,No player news found,
Jake LaRavia,points,8.5,4.7,-44.7,11.9,57.0,UNDER,6.0,8.4,36.0,64.0,COLD,25,fanduel,-118,-108,-118,54.1,51.0,66.0,Home: 0.85x | Rested: 1.03x | Mins: 0.85x,False,4,0.78,DOWN,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,UTA,4,SMASH,25,3,NO_NEWS,,,No player news found,
Maxime Raynaud,points,12.5,10.4,-16.5,11.9,53.0,UNDER,14.6,8.5,22.0,78.0,HOT,18,fanduel,-115,-111,-115,53.5,50.4,65.4,Home: 0.75x | Rested: 1.03x | Mins: 1.15x,False,4,1.55,UP,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
P.J. Washington,assists,2.5,1.5,-38.8,11.9,56.0,UNDER,1.0,2.1,32.0,68.0,COLD,22,fanduel,110,-146,110,47.6,44.5,59.5,Rested: 1.03x,False,3,1.06,UP,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Paolo Banchero,assists,4.5,1.9,-57.1,11.9,55.0,UNDER,2.6,3.8,25.0,75.0,COLD,16,fanduel,-113,-113,-113,53.1,50.0,65.0,Home: 0.68x | Rested: 1.03x | Mins: 0.85x,False,5,0.78,DOWN,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,No player news found,
Jonathan Kuminga,points,6.5,7.0,7.8,11.9,60.0,OVER,6.2,12.4,76.0,24.0,COLD,17,fanduel,-118,-118,-108,54.1,51.0,66.0,Home: 0.93x | Rested: 1.03x | Mins: 0.85x,False,12,0.69,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,PHX,17,NEUTRAL,18,20,NO_NEWS,,,No player news found,
Jaxson Hayes,points,9.5,7.3,-23.5,11.9,66.0,UNDER,4.8,5.5,14.0,86.0,COLD,22,fanduel,-122,-104,-122,55.0,51.9,66.9,Home: 1.33x | Rested: 1.03x,False,4,0.91,DOWN,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,UTA,4,SMASH,25,3,NO_NEWS,,,No player news found,
Ace Bailey,pra,21.5,19.2,-10.7,11.9,77.0,UNDER,13.6,15.0,16.0,84.0,COLD,25,fanduel,-120,-106,-120,54.5,51.5,66.5,Home: 1.09x | Rested: 1.03x | Mins: 1.15x,False,3,1.24,UP,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,No player news found,
Daniel Gafford,rebounds,4.5,7.0,56.6,11.9,62.0,OVER,6.0,6.1,69.0,31.0,NEUTRAL,16,fanduel,110,110,-146,47.6,44.5,59.5,Home: 1.22x | Rested: 1.03x | Mins: 0.89x,False,3,0.89,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Naji Marshall,pra,17.5,24.5,40.1,11.8,72.0,OVER,21.6,20.1,63.0,37.0,HOT,27,fanduel,-128,-128,100,56.1,52.9,67.9,Rested: 1.03x | Mins: 1.14x,False,3,1.14,UP,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Anthony Black,threes,1.5,0.6,-59.4,11.7,54.0,UNDER,0.4,1.1,23.0,77.0,COLD,26,fanduel,-150,118,-150,60.0,56.7,71.7,Home: 0.62x | Rested: 1.03x | Mins: 1.12x,False,5,1.12,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,No player news found,
Rui Hachimura,threes,1.5,2.1,40.8,11.6,70.0,OVER,2.2,1.9,75.0,25.0,HOT,24,fanduel,-146,-146,114,59.3,55.9,70.9,Rested: 1.03x,False,4,0.98,STABLE,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,UTA,4,SMASH,25,3,NO_NEWS,,,No player news found,
Shaedon Sharpe,assists,3.5,2.8,-19.3,11.6,66.0,UNDER,3.4,2.4,18.0,82.0,HOT,22,fanduel,-158,124,-158,61.2,57.8,72.8,Home: 0.89x | Rested: 1.03x,False,4,1.08,UP,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,SAC,7,GOOD,4,13,NO_NEWS,,,No player news found,
Max Christie,threes,1.5,2.4,56.9,11.6,72.0,OVER,1.8,2.4,74.0,26.0,COLD,27,fanduel,-104,-104,-128,51.0,47.6,62.6,Home: 1.12x | Rested: 1.03x,False,3,0.95,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Jonathan Kuminga,rebounds,2.5,4.5,81.5,11.6,74.0,OVER,5.0,6.3,94.0,6.0,COLD,17,fanduel,-146,-146,114,59.3,55.9,70.9,Home: 0.93x | Rested: 1.03x | Mins: 0.85x,False,12,0.69,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,PHX,17,NEUTRAL,18,20,NO_NEWS,,,No player news found,
Duncan Robinson,points,8.5,11.5,35.7,11.5,76.0,OVER,12.2,12.3,75.0,25.0,NEUTRAL,24,fanduel,-122,-122,-108,55.0,51.4,66.4,Rested: 1.03x | Mins: 0.88x,False,3,0.88,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DAL,16,NEUTRAL,16,14,NO_NEWS,,,No player news found,
Klay Thompson,points,9.5,13.4,40.6,11.5,68.0,OVER,11.8,11.1,64.0,36.0,HOT,25,fanduel,-122,-122,-108,55.0,51.4,66.4,Home: 1.07x | Rested: 1.03x,False,3,0.99,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Ryan Dunn,rebounds,3.5,4.6,32.5,11.5,67.0,OVER,5.2,4.9,71.0,29.0,HOT,21,fanduel,-154,-154,120,60.6,57.2,72.2,Home: 1.10x | Rested: 1.03x | Mins: 0.85x,False,4,0.84,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,GSW,28,TOUGH,20,18,NO_NEWS,,,No player news found,
Daniel Gafford,points,5.5,7.6,38.0,11.5,54.0,OVER,5.0,8.5,69.0,31.0,COLD,16,fanduel,-122,-122,-108,55.0,51.4,66.4,Home: 1.16x | Rested: 1.03x | Mins: 0.89x,False,3,0.89,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Marcus Smart,points,11.5,10.0,-12.8,11.4,58.0,UNDER,10.4,10.2,31.0,69.0,NEUTRAL,16,fanduel,-104,-120,-104,51.0,48.3,62.4,Home: 1.09x | Rested: 1.03x | Mins: 0.85x,False,4,0.84,DOWN,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,UTA,4,SMASH,25,3,NO_NEWS,,,No player news found,
P.J. Washington,points,13.5,17.3,27.8,11.3,72.0,OVER,20.2,16.2,73.0,27.0,HOT,22,fanduel,-132,-132,100,56.9,53.2,68.2,Home: 0.91x | Rested: 1.03x,False,3,1.06,UP,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Isaiah Stewart II,points,7.5,11.0,46.2,11.3,65.0,OVER,11.4,10.2,65.0,35.0,HOT,23,fanduel,-130,-130,-102,56.5,52.8,67.8,Rested: 1.03x,False,3,0.97,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DAL,16,NEUTRAL,16,14,NO_NEWS,,,No player news found,
Max Christie,points,7.5,11.4,51.5,11.2,81.0,OVER,10.2,11.8,89.0,11.0,COLD,27,fanduel,-138,-138,104,58.0,54.2,69.2,Rested: 1.03x,False,3,0.95,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Royce O'Neale,threes,2.5,2.7,8.4,11.0,73.0,OVER,1.8,2.9,73.0,27.0,COLD,26,fanduel,-113,-113,-113,53.1,50.0,64.1,Home: 1.13x | Rested: 1.03x,False,4,0.92,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,GSW,28,TOUGH,20,18,NO_NEWS,,,,
Nique Clifford,threes,1.5,0.7,-52.1,10.9,54.0,UNDER,0.4,0.5,9.0,91.0,COLD,22,fanduel,-265,200,-265,72.6,68.5,83.5,Home: 1.56x | Rested: 1.03x | Mins: 1.15x,False,4,1.15,UP,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Shaedon Sharpe,points,24.5,21.1,-13.7,10.8,74.0,UNDER,24.2,21.7,27.0,73.0,HOT,22,fanduel,-128,100,-128,56.1,52.9,66.9,Home: 0.89x | Rested: 1.03x,False,4,1.08,UP,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,SAC,7,GOOD,4,13,NO_NEWS,,,No player news found,
Anthony Davis,pra,34.5,37.7,9.3,10.5,60.0,OVER,36.6,33.7,73.0,27.0,HOT,11,fanduel,-120,-120,-104,54.5,51.7,65.0,Home: 1.05x | Rested: 1.03x,False,6,1.0,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,,
Keyonte George,rebounds,3.5,4.4,26.8,10.3,70.0,OVER,4.4,4.0,64.0,36.0,HOT,25,fanduel,-128,-128,100,56.1,52.9,66.5,Rested: 1.03x,False,3,0.96,STABLE,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,No player news found,
Malik Monk,threes,1.5,2.7,81.6,10.2,50.0,OVER,2.2,1.9,57.0,43.0,HOT,23,fanduel,-113,-113,-113,53.1,50.0,63.3,Home: 1.31x | Rested: 1.03x,False,4,0.94,DOWN,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Dillon Brooks,rebounds,3.5,3.0,-13.2,10.0,69.0,UNDER,2.2,3.0,25.0,75.0,COLD,20,fanduel,-148,118,-148,59.7,56.5,69.7,Home: 1.17x | Rested: 1.03x,False,4,0.95,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,GSW,28,TOUGH,20,18,NO_NEWS,,,No player news found,
Maxime Raynaud,rebounds,7.5,7.1,-5.8,10.0,60.0,UNDER,7.8,4.7,22.0,78.0,HOT,18,fanduel,-138,108,-138,58.0,54.7,68.0,Rested: 1.03x | Mins: 1.15x,False,4,1.55,UP,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Jusuf Nurkic,assists,3.5,4.6,32.3,10.0,57.0,OVER,4.0,3.9,48.0,52.0,NEUTRAL,23,fanduel,124,124,-160,44.6,42.0,54.6,Home: 1.11x | Rested: 1.03x,False,6,0.91,DOWN,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,No player news found,
Nikola Jokic,threes,1.5,2.4,60.9,9.9,63.0,OVER,2.6,2.2,64.0,36.0,HOT,25,fanduel,-154,-154,120,60.6,57.2,70.6,Rested: 1.03x,False,3,1.01,STABLE,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,ORL,19,NEUTRAL,23,11,NO_NEWS,,,No player news found,
Brandin Podziemski,threes,1.5,2.2,43.8,9.9,62.0,OVER,2.0,1.9,59.0,41.0,NEUTRAL,27,fanduel,-128,-128,100,56.1,52.9,66.1,Rested: 1.03x,False,4,0.91,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,PHX,17,NEUTRAL,18,20,NO_NEWS,,,No player news found,
DeMar DeRozan,points,19.5,16.6,-15.0,9.8,73.0,UNDER,14.6,17.7,35.0,65.0,COLD,26,fanduel,-108,-118,-108,51.9,49.0,61.7,Rested: 1.03x,False,4,0.97,STABLE,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Max Christie,rebounds,2.5,3.5,41.5,9.5,61.0,OVER,3.6,3.4,56.0,44.0,HOT,27,fanduel,-114,-114,-114,53.3,50.0,62.8,Rested: 1.03x,False,3,0.95,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Svi Mykhailiuk,points,7.5,8.5,13.9,9.5,60.0,OVER,7.0,8.9,62.0,38.0,COLD,24,fanduel,104,104,-132,49.0,46.3,58.5,Home: 1.07x | Rested: 1.03x,False,6,0.98,STABLE,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,,
Cooper Flagg,rebounds,7.5,6.1,-18.3,9.4,76.0,UNDER,5.0,6.3,31.0,69.0,COLD,26,fanduel,-136,102,-136,57.6,53.8,67.0,Rested: 1.03x,False,3,1.01,STABLE,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Devin Booker,threes,1.5,1.2,-19.5,9.4,45.0,UNDER,1.0,1.7,48.0,52.0,COLD,23,fanduel,134,-172,134,42.7,40.3,52.1,Home: 1.09x | Rested: 1.03x | Mins: 0.89x,False,4,0.89,DOWN,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,GSW,28,TOUGH,20,18,NO_NEWS,,,No player news found,
Ausar Thompson,points,13.5,11.2,-17.1,9.3,72.0,UNDER,11.4,11.6,32.0,68.0,NEUTRAL,22,fanduel,-128,-104,-128,56.1,52.4,65.4,Home: 1.10x | Rested: 1.03x | Mins: 0.89x,False,3,0.89,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DAL,16,NEUTRAL,16,14,NO_NEWS,,,No player news found,
Deni Avdija,assists,7.5,7.2,-3.4,9.1,70.0,UNDER,7.0,6.3,31.0,69.0,HOT,26,fanduel,100,-130,100,50.0,46.9,59.1,Rested: 1.03x,False,4,0.99,STABLE,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,SAC,7,GOOD,4,13,NO_NEWS,,,,
Kyle Filipowski,threes,1.5,1.3,-11.9,9.0,60.0,UNDER,1.2,1.0,25.0,75.0,HOT,24,fanduel,-154,120,-154,60.6,57.2,69.6,Rested: 1.03x | Mins: 1.15x,False,3,1.33,UP,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,No player news found,
DeMar DeRozan,assists,3.5,2.7,-24.0,8.9,65.0,UNDER,2.6,3.4,38.0,62.0,COLD,26,fanduel,-122,-104,-122,55.0,51.9,63.9,Home: 0.86x | Rested: 1.03x,False,4,0.97,STABLE,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,POR,5,SMASH,13,4,NO_NEWS,,,No player news found,
Brandon Williams,assists,3.5,5.3,51.7,8.8,58.0,OVER,4.6,4.2,54.0,46.0,HOT,24,fanduel,-114,-114,-114,53.3,50.0,62.1,Home: 1.08x | Rested: 1.03x,False,6,0.92,DOWN,Detroit Pistons @ Dallas Mavericks,Dallas Mavericks,Detroit Pistons,DET,24,HARD,14,16,NO_NEWS,,,No player news found,
Mark Williams,rebounds,9.5,7.3,-23.1,8.7,67.0,UNDER,5.4,8.3,36.0,64.0,COLD,22,fanduel,-132,104,-132,56.9,53.7,65.6,Rested: 1.03x,False,4,0.95,STABLE,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,GSW,28,TOUGH,20,18,NO_NEWS,,,No player news found,
Svi Mykhailiuk,threes,1.5,1.8,17.8,8.5,60.0,OVER,1.8,1.8,62.0,38.0,NEUTRAL,24,fanduel,-113,-113,-113,53.1,50.0,61.6,Rested: 1.03x,False,6,0.98,STABLE,Los Angeles Lakers @ Utah Jazz,Utah Jazz,Los Angeles Lakers,LAL,23,HARD,3,25,NO_NEWS,,,,
Desmond Bane,assists,4.5,5.3,18.3,8.2,72.0,OVER,5.0,4.6,62.0,38.0,HOT,26,fanduel,-113,-113,-113,53.1,50.0,61.2,Home: 1.07x | Rested: 1.03x,False,5,1.08,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,DEN,15,NEUTRAL,11,23,NO_NEWS,,,No player news found,
Tim Hardaway Jr,pra,14.5,17.7,22.2,7.6,72.0,OVER,17.2,15.8,60.0,40.0,HOT,25,fanduel,-122,-122,-104,55.0,51.9,62.6,Home: 0.88x | Rested: 1.03x | Mins: 1.15x,False,3,1.15,UP,Orlando Magic @ Denver Nuggets,Denver Nuggets,Orlando Magic,ORL,19,NEUTRAL,23,11,NO_NEWS,,,No player news found,
