player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,implied_prob,our_prob,adjustments,is_b2b,minutes_factor
Jarrett Allen,points,14.5,11.0,-23.8,13.3,54.0,UNDER,10.0,14.3,47.0,53.0,COLD,15,draftkings,-108,51.9,65.2,Home: 0.85x | Rested: 1.03x,False,0.98
Kon Knueppel,points,19.5,14.7,-24.5,13.1,68.0,UNDER,19.8,18.6,48.0,52.0,HOT,25,draftkings,-105,51.2,64.3,Home: 0.82x | B2B: 0.93x,True,1.02
Jaylon Tyson,points,13.5,18.1,34.4,12.2,60.0,OVER,17.8,13.0,48.0,52.0,HOT,21,draftkings,-111,52.6,64.8,Home: 1.08x | B2B: 0.93x | Mins: 1.15x,True,1.16
Egor Demin,points,7.5,8.2,9.7,12.0,58.0,OVER,6.6,8.1,59.0,41.0,COLD,22,fanduel,-108,51.9,63.9,Home: 1.11x | B2B: 0.93x,True,1.02
Day'Ron Sharpe,rebounds,5.5,4.3,-21.2,11.7,65.0,UNDER,5.2,5.4,52.0,48.0,NEUTRAL,23,fanduel,114,46.7,58.4,Home: 0.88x | B2B: 0.93x,True,0.98
Nicolas Claxton,assists,3.5,4.7,33.7,10.7,59.0,OVER,6.6,4.5,54.0,46.0,HOT,24,betonlineag,-152,60.3,71.0,Home: 0.90x | B2B: 0.93x,True,1.06
Jalen Johnson,rebounds,9.5,11.3,18.4,10.4,73.0,OVER,13.6,10.5,61.0,39.0,HOT,23,fanduel,-148,59.7,70.1,Home: 0.90x | B2B: 0.93x | Mins: 1.10x,True,1.1
Cason Wallace,points,7.5,7.9,4.9,9.4,67.0,OVER,6.6,8.5,54.0,46.0,COLD,24,betrivers,112,47.2,56.6,Home: 1.16x | Rested: 1.03x | Mins: 0.85x,False,0.84
Myles Turner,threes,1.5,1.8,20.5,8.9,64.0,OVER,2.0,2.2,65.0,35.0,COLD,26,fanduel,-200,66.7,75.6,Mins: 0.85x,False,0.85
Donovan Mitchell,points,29.5,31.0,5.0,8.9,75.0,OVER,36.2,31.2,58.0,42.0,HOT,24,draftkings,-108,51.9,60.8,B2B: 0.93x,True,1.0
Jay Huff,threes,1.5,2.4,59.5,8.5,41.0,OVER,1.8,1.4,36.0,64.0,HOT,25,draftkings,-134,57.3,65.8,Home: 1.28x | B2B: 0.93x | Mins: 1.15x,True,1.37
Kyle Kuzma,points,14.5,13.7,-5.7,8.3,65.0,UNDER,13.4,13.5,40.0,60.0,NEUTRAL,25,draftkings,-120,54.5,62.9,None,False,0.99
Jarace Walker,points,7.5,7.6,1.4,7.9,66.0,OVER,7.2,9.6,60.0,40.0,COLD,25,fanduel,-112,52.8,60.7,Home: 1.14x | B2B: 0.93x | Mins: 0.85x,True,0.75
Moussa Diabate,rebounds,6.5,6.5,0.3,7.7,70.0,OVER,6.0,7.6,62.0,38.0,COLD,24,fanduel,-122,55.0,62.7,B2B: 0.93x,True,0.92
Terance Mann,points,8.5,6.9,-19.0,7.6,56.0,UNDER,8.6,8.6,50.0,50.0,NEUTRAL,22,fanduel,-108,51.9,59.5,Home: 0.92x | B2B: 0.93x,True,0.97
Chet Holmgren,threes,1.5,1.7,10.9,7.6,40.0,OVER,1.6,1.5,48.0,52.0,NEUTRAL,21,fanduel,120,45.5,53.0,Home: 1.09x | Rested: 1.03x,False,0.91
Kyle Kuzma,threes,0.5,0.7,30.7,7.4,48.0,OVER,0.6,0.9,60.0,40.0,COLD,25,draftkings,-212,67.9,75.4,Home: 0.80x,False,0.99
Ziaire Williams,rebounds,2.5,2.7,8.1,7.2,57.0,OVER,2.8,2.7,52.0,48.0,NEUTRAL,21,betonlineag,103,49.3,56.4,Home: 1.05x | B2B: 0.93x,True,0.98
Ryan Rollins,rebounds,4.5,4.1,-9.3,7.0,67.0,UNDER,4.0,4.1,46.0,54.0,NEUTRAL,26,draftkings,-106,51.5,58.5,None,False,0.96
Zaccharie Risacher,points,11.5,11.0,-4.1,6.0,66.0,UNDER,8.2,11.0,43.0,57.0,COLD,23,draftkings,-111,52.6,58.6,Home: 1.26x | B2B: 0.93x,True,0.98
Dyson Daniels,rebounds,5.5,5.5,0.7,5.9,74.0,OVER,5.4,6.3,65.0,35.0,COLD,26,draftkings,-149,59.8,65.7,B2B: 0.93x,True,1.03
Zaccharie Risacher,rebounds,2.5,2.8,13.2,5.8,66.0,OVER,3.0,2.8,61.0,39.0,HOT,23,draftkings,-161,61.7,67.5,B2B: 0.93x,True,0.98
Noah Clowney,threes,2.5,3.2,26.7,5.7,47.0,OVER,2.8,2.2,33.0,67.0,HOT,24,betonlineag,144,41.0,46.7,Home: 1.11x | B2B: 0.93x | Mins: 1.14x,True,1.14
Bobby Portis,rebounds,6.5,6.1,-5.9,5.6,72.0,UNDER,6.8,5.8,38.0,62.0,HOT,26,betonlineag,-143,58.8,64.5,None,False,1.06
Quentin Grimes,threes,2.5,2.3,-7.8,5.6,55.0,UNDER,2.6,2.3,48.0,52.0,HOT,23,draftkings,-102,50.5,56.1,B2B: 0.93x,True,1.09
Ryan Kalkbrenner,points,8.5,7.7,-9.5,5.4,64.0,UNDER,8.6,9.0,52.0,48.0,NEUTRAL,23,draftkings,112,47.2,52.6,B2B: 0.93x,True,1.03
Shai Gilgeous-Alexander,points,30.5,33.7,10.4,4.7,78.0,OVER,32.4,32.6,58.0,42.0,NEUTRAL,24,betrivers,-143,58.8,63.5,Rested: 1.03x,False,0.99
Nickeil Alexander-Walker,points,19.5,21.6,10.7,4.4,71.0,OVER,23.2,20.7,54.0,46.0,HOT,24,draftkings,-123,55.2,59.5,B2B: 0.93x,True,1.0
Vit Krejci,threes,1.5,1.9,26.0,4.3,48.0,OVER,2.6,2.5,55.0,45.0,NEUTRAL,22,fanduel,-172,63.2,67.5,Home: 0.79x | B2B: 0.93x,True,1.06
Tre Johnson,rebounds,2.5,1.8,-29.9,4.1,42.0,UNDER,1.0,2.9,56.0,44.0,COLD,16,draftkings,-120,54.5,58.7,Home: 1.09x | B2B: 0.93x | Mins: 0.85x,True,0.82
Jalen Johnson,assists,8.5,11.6,37.0,3.8,60.0,OVER,10.8,8.0,35.0,65.0,HOT,23,draftkings,102,49.5,53.3,Home: 1.15x | B2B: 0.93x | Mins: 1.10x,True,1.1
Michael Porter Jr,pra,35.5,36.9,3.8,3.6,70.0,OVER,40.4,36.8,55.0,45.0,HOT,20,draftkings,-114,53.3,56.9,B2B: 0.93x,True,1.0
Jalen Johnson,rebounds,10.5,11.3,7.2,3.3,69.0,OVER,13.6,10.5,48.0,52.0,HOT,23,draftkings,108,48.1,51.4,Home: 0.90x | B2B: 0.93x | Mins: 1.10x,True,1.1
Nicolas Claxton,points,12.5,12.6,1.1,3.3,74.0,OVER,13.4,13.6,58.0,42.0,NEUTRAL,24,draftkings,-125,55.6,58.9,B2B: 0.93x,True,1.06
Egor Demin,assists,3.5,3.9,11.9,3.2,63.0,OVER,3.6,3.5,55.0,45.0,NEUTRAL,22,draftkings,-134,57.3,60.5,Home: 1.15x | B2B: 0.93x,True,1.02
Vit Krejci,points,8.5,7.9,-7.2,3.1,53.0,UNDER,9.0,10.0,50.0,50.0,COLD,22,draftkings,-102,50.5,53.6,Home: 0.90x | B2B: 0.93x,True,1.06
Shai Gilgeous-Alexander,points,31.5,33.7,6.9,-3.1,75.0,OVER,32.4,32.6,46.0,54.0,NEUTRAL,24,draftkings,-110,52.4,49.3,Rested: 1.03x,False,0.99
Onyeka Okongwu,threes,1.5,1.3,-16.6,-3.7,45.0,UNDER,1.2,1.8,52.0,48.0,COLD,25,williamhill_us,-150,60.0,56.3,Home: 0.91x | B2B: 0.93x,True,1.06
C.J. McCollum,assists,3.5,3.9,12.1,-4.4,64.0,OVER,4.2,3.5,43.0,57.0,HOT,23,draftkings,-117,53.9,49.5,Home: 1.10x | B2B: 0.93x,True,1.08
Andrew Nembhard,assists,6.5,6.7,3.1,-5.8,64.0,OVER,7.8,6.6,53.0,47.0,HOT,17,draftkings,-152,60.3,54.5,B2B: 0.93x,True,1.03
Jalen Johnson,points,24.5,26.4,7.9,-5.9,69.0,OVER,28.0,23.2,43.0,57.0,HOT,23,fanduel,-114,53.3,47.4,B2B: 0.93x | Mins: 1.10x,True,1.1
Tidjane Salaun,rebounds,3.5,2.7,-23.7,-7.1,43.0,UNDER,3.8,3.7,58.0,42.0,NEUTRAL,12,williamhill_us,-154,60.6,53.5,Home: 0.68x | B2B: 0.93x | Mins: 1.15x,True,1.29
Pascal Siakam,threes,1.5,1.5,0.9,-8.7,51.0,OVER,2.0,1.8,50.0,50.0,HOT,24,williamhill_us,-145,59.2,50.4,Home: 0.92x | B2B: 0.93x,True,0.96
Sion James,rebounds,2.5,2.6,5.2,-8.8,63.0,OVER,2.6,3.1,52.0,48.0,COLD,25,williamhill_us,-173,63.4,54.6,B2B: 0.93x,True,0.95
Jaylon Tyson,rebounds,6.5,7.5,15.5,-10.2,53.0,OVER,8.2,5.4,33.0,67.0,HOT,21,draftkings,-105,51.2,41.1,B2B: 0.93x | Mins: 1.15x,True,1.16
Sion James,points,6.5,6.4,-1.0,-10.4,59.0,UNDER,8.0,6.9,56.0,44.0,HOT,25,fanduel,-122,55.0,44.5,B2B: 0.93x,True,0.95
Liam McNeeley,points,6.5,7.2,11.4,-11.5,42.0,OVER,8.0,4.9,33.0,67.0,HOT,18,fanduel,-102,50.5,39.0,Rested: 1.03x | Mins: 1.15x,False,1.27
Shai Gilgeous-Alexander,points,33.5,33.7,0.5,-12.9,71.0,OVER,32.4,32.6,33.0,67.0,NEUTRAL,24,bovada,115,46.5,33.6,Rested: 1.03x,False,0.99
Luke Kennard,points,5.5,4.4,-19.7,-13.0,52.0,UNDER,6.6,7.3,65.0,35.0,COLD,23,fanduel,-136,57.6,44.7,Home: 0.70x | B2B: 0.93x,True,0.92
Dyson Daniels,points,12.5,13.7,9.6,-13.2,61.0,OVER,14.0,11.0,35.0,65.0,HOT,26,draftkings,-111,52.6,39.4,Home: 1.10x | B2B: 0.93x,True,1.03
Tre Johnson,points,9.5,7.1,-25.5,-13.6,53.0,UNDER,9.0,11.0,69.0,31.0,COLD,16,fanduel,-136,57.6,44.0,Home: 0.91x | B2B: 0.93x | Mins: 0.85x,True,0.82
Jay Huff,points,10.5,11.9,13.4,-14.2,54.0,OVER,10.0,7.9,36.0,64.0,HOT,25,fanduel,-132,56.9,42.7,Home: 1.17x | B2B: 0.93x | Mins: 1.15x,True,1.37
VJ Edgecombe,threes,1.5,1.2,-16.9,-14.4,50.0,UNDER,2.0,2.0,67.0,33.0,NEUTRAL,21,draftkings,-128,56.1,41.8,Home: 0.79x | B2B: 0.93x | Mins: 0.86x,True,0.86
Carlton Carrington,assists,5.5,6.5,17.8,-14.5,52.0,OVER,5.4,4.4,26.0,74.0,HOT,23,fanduel,102,49.5,35.0,Home: 1.26x | B2B: 0.93x | Mins: 1.15x,True,1.16
Bobby Portis,points,13.5,17.1,27.0,-14.7,58.0,OVER,16.2,12.0,27.0,73.0,HOT,26,betonlineag,-123,55.2,40.4,Home: 1.18x,False,1.06
Day'Ron Sharpe,rebounds,4.5,4.3,-3.6,-15.6,62.0,UNDER,5.2,5.4,61.0,39.0,NEUTRAL,23,draftkings,-130,56.5,40.9,Home: 0.88x | B2B: 0.93x,True,0.98
Jay Huff,points,11.5,11.9,3.5,-21.9,52.0,OVER,10.0,7.9,28.0,72.0,HOT,25,draftkings,-107,51.7,29.8,Home: 1.17x | B2B: 0.93x | Mins: 1.15x,True,1.37
Carlton Carrington,points,10.5,13.4,27.9,-24.4,46.0,OVER,12.6,7.8,17.0,83.0,HOT,23,draftkings,-126,55.8,31.3,Home: 1.21x | B2B: 0.93x | Mins: 1.15x,True,1.16
Justin Champagnie,rebounds,6.5,7.2,10.8,-28.6,42.0,OVER,6.8,4.0,24.0,76.0,HOT,21,draftkings,-137,57.8,29.2,Home: 1.24x | B2B: 0.93x | Mins: 1.15x,True,1.63
