player,prop_type,line,odds,sample_size,recent_avg,recent_median,recent_std,hit_rate_over,hit_rate_under,last_5_trend,last_5_avg,model_predictions,recommended_side,avg_edge,confidence,bookmaker
OG Anunoby,pra,21.5,-103,14,23.1,23.5,9.84,57.1,42.9,↑,16.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.711), 'edge': np.float64(0.213), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.8), 'confidence': np.float64(0.7), 'edge': np.float64(0.2), 'side': 'over'}}",over,20.65,0.71,betonlineag
OG Anunoby,pra,22.5,115,14,23.1,23.5,9.84,57.1,42.9,↑,16.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.711), 'edge': np.float64(0.1591), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.8), 'confidence': np.float64(0.7), 'edge': np.float64(0.1467), 'side': 'over'}}",over,15.29,0.71,bovada
OG Anunoby,rebounds,4.5,125,14,5.3,5.0,3.45,50.0,50.0,↑,3.6,"{'weighted': {'projection': np.float64(6.5), 'confidence': np.float64(0.482), 'edge': np.float64(0.4356), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.447), 'edge': np.float64(0.3889), 'side': 'over'}}",over,41.22,0.46,betmgm
Ochai Agbaji,assists,1.5,160,15,0.7,0.0,0.9,26.7,73.3,↓,0.8,"{'weighted': {'projection': np.float64(0.7), 'confidence': 0, 'edge': np.float64(-0.56), 'side': 'under'}, 'ensemble': {'projection': np.float64(0.4), 'confidence': 0.0, 'edge': np.float64(-0.7667), 'side': 'under'}}",under,-66.34,0.0,betmgm
Ochai Agbaji,points,6.5,-111,15,3.5,4.0,2.92,6.7,93.3,↑,4.2,"{'weighted': {'projection': np.float64(3.1), 'confidence': np.float64(0.37), 'edge': np.float64(-0.5185), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.6), 'confidence': np.float64(0.425), 'edge': np.float64(-0.4538), 'side': 'under'}}",under,-48.61,0.4,fanduel
Ochai Agbaji,pra,10.5,-115,15,6.1,6.0,4.46,20.0,80.0,↑,7.2,"{'weighted': {'projection': np.float64(5.8), 'confidence': np.float64(0.367), 'edge': np.float64(-0.4438), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.6), 'confidence': np.float64(0.33), 'edge': np.float64(-0.4619), 'side': 'under'}}",under,-45.28,0.35,betmgm
Ochai Agbaji,rebounds,2.5,-115,15,1.9,2.0,1.98,26.7,73.3,↑,2.2,"{'weighted': {'projection': np.float64(2.0), 'confidence': np.float64(0.029), 'edge': np.float64(-0.18), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.8), 'confidence': np.float64(0.014), 'edge': np.float64(-0.3), 'side': 'under'}}",under,-24.0,0.02,betmgm
Oso Ighodaro,points,4.5,-102,15,5.3,3.0,5.12,40.0,60.0,↑,6.2,"{'weighted': {'projection': np.float64(4.3), 'confidence': 0, 'edge': np.float64(-0.0356), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.2), 'confidence': 0.0, 'edge': np.float64(-0.3), 'side': 'under'}}",under,-16.78,0.0,fanduel
Oso Ighodaro,rebounds,3.5,-137,15,3.7,3.0,2.35,46.7,53.3,↑,4.8,"{'weighted': {'projection': np.float64(3.1), 'confidence': np.float64(0.312), 'edge': np.float64(-0.12), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': np.float64(0.284), 'edge': np.float64(-0.1286), 'side': 'under'}}",under,-12.43,0.3,betonlineag
Paolo Banchero,points,20.5,-112,14,20.4,23.0,8.25,57.1,42.9,↓,17.0,"{'weighted': {'projection': np.float64(22.3), 'confidence': np.float64(0.734), 'edge': np.float64(0.0873), 'side': 'over'}, 'ensemble': {'projection': np.float64(23.2), 'confidence': np.float64(0.737), 'edge': np.float64(0.1293), 'side': 'over'}}",over,10.83,0.74,fanduel
Paolo Banchero,points,21.5,-115,14,20.4,23.0,8.25,57.1,42.9,↓,17.0,"{'weighted': {'projection': np.float64(22.3), 'confidence': np.float64(0.734), 'edge': np.float64(0.0367), 'side': 'over'}, 'ensemble': {'projection': np.float64(23.2), 'confidence': np.float64(0.737), 'edge': np.float64(0.0767), 'side': 'over'}}",over,5.67,0.74,draftkings
Paolo Banchero,pra,32.5,-120,14,32.1,37.0,11.43,64.3,35.7,↓,24.8,"{'weighted': {'projection': np.float64(34.8), 'confidence': np.float64(0.783), 'edge': np.float64(0.0714), 'side': 'over'}, 'ensemble': {'projection': np.float64(36.4), 'confidence': np.float64(0.787), 'edge': np.float64(0.12), 'side': 'over'}}",over,9.57,0.78,draftkings
Paolo Banchero,rebounds,6.5,-112,14,7.9,9.0,3.05,64.3,35.7,↓,5.2,"{'weighted': {'projection': np.float64(9.1), 'confidence': np.float64(0.783), 'edge': np.float64(0.4), 'side': 'over'}, 'ensemble': {'projection': np.float64(9.3), 'confidence': np.float64(0.782), 'edge': np.float64(0.4308), 'side': 'over'}}",over,41.54,0.78,fanduel
Royce O'Neale,points,8.5,-114,15,9.7,11.0,4.53,73.3,26.7,↑,8.6,"{'weighted': {'projection': np.float64(10.5), 'confidence': np.float64(0.638), 'edge': np.float64(0.2388), 'side': 'over'}, 'ensemble': {'projection': np.float64(10.5), 'confidence': np.float64(0.628), 'edge': np.float64(0.2353), 'side': 'over'}}",over,23.7,0.63,fanduel
Royce O'Neale,pra,15.5,-120,15,17.9,19.0,5.95,66.7,33.3,↑,18.6,"{'weighted': {'projection': np.float64(18.6), 'confidence': np.float64(0.755), 'edge': np.float64(0.2006), 'side': 'over'}, 'ensemble': {'projection': np.float64(18.0), 'confidence': np.float64(0.74), 'edge': np.float64(0.1645), 'side': 'over'}}",over,18.26,0.75,fanduel
Royce O'Neale,rebounds,4.5,-132,15,5.3,5.0,1.71,73.3,26.7,↑,6.0,"{'weighted': {'projection': np.float64(5.3), 'confidence': np.float64(0.768), 'edge': np.float64(0.1689), 'side': 'over'}, 'ensemble': {'projection': np.float64(5.2), 'confidence': np.float64(0.756), 'edge': np.float64(0.1444), 'side': 'over'}}",over,15.66,0.76,betonlineag
Rui Hachimura,points,11.5,-102,15,13.4,13.0,6.29,80.0,20.0,↑,11.2,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.638), 'edge': np.float64(0.4139), 'side': 'over'}, 'ensemble': {'projection': np.float64(14.9), 'confidence': np.float64(0.589), 'edge': np.float64(0.2957), 'side': 'over'}}",over,35.48,0.61,fanduel
Rui Hachimura,rebounds,4.5,134,15,3.7,4.0,1.71,26.7,73.3,↑,3.8,"{'weighted': {'projection': np.float64(3.4), 'confidence': np.float64(0.65), 'edge': np.float64(-0.2467), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.7), 'confidence': np.float64(0.669), 'edge': np.float64(-0.1778), 'side': 'under'}}",under,-21.22,0.66,fanduel
Sandro Mamukelashvili,assists,1.5,100,15,1.7,2.0,1.35,53.3,46.7,↓,1.8,"{'weighted': {'projection': np.float64(1.8), 'confidence': np.float64(0.427), 'edge': np.float64(0.1867), 'side': 'over'}, 'ensemble': {'projection': np.float64(1.9), 'confidence': np.float64(0.445), 'edge': np.float64(0.2667), 'side': 'over'}}",over,22.67,0.44,draftkings
Sandro Mamukelashvili,points,7.5,-260,15,10.7,12.0,4.7,66.7,33.3,↑,9.0,"{'weighted': {'projection': np.float64(11.4), 'confidence': np.float64(0.609), 'edge': np.float64(0.5253), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.7), 'confidence': np.float64(0.608), 'edge': np.float64(0.56), 'side': 'over'}}",over,54.27,0.61,bovada
Sandro Mamukelashvili,points,8.5,-180,15,10.7,12.0,4.7,66.7,33.3,↑,9.0,"{'weighted': {'projection': np.float64(11.4), 'confidence': np.float64(0.609), 'edge': np.float64(0.3459), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.7), 'confidence': np.float64(0.608), 'edge': np.float64(0.3765), 'side': 'over'}}",over,36.12,0.61,bovada
Sandro Mamukelashvili,points,9.5,-113,15,10.7,12.0,4.7,60.0,40.0,↑,9.0,"{'weighted': {'projection': np.float64(11.4), 'confidence': np.float64(0.609), 'edge': np.float64(0.2042), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.7), 'confidence': np.float64(0.608), 'edge': np.float64(0.2316), 'side': 'over'}}",over,21.79,0.61,fanduel
Sandro Mamukelashvili,points,10.5,115,15,10.7,12.0,4.7,53.3,46.7,↑,9.0,"{'weighted': {'projection': np.float64(11.4), 'confidence': np.float64(0.609), 'edge': np.float64(0.0895), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.7), 'confidence': np.float64(0.608), 'edge': np.float64(0.1143), 'side': 'over'}}",over,10.19,0.61,betrivers
Sandro Mamukelashvili,points,12.5,180,15,10.7,12.0,4.7,33.3,66.7,↑,9.0,"{'weighted': {'projection': np.float64(11.4), 'confidence': np.float64(0.609), 'edge': np.float64(-0.0848), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.7), 'confidence': np.float64(0.608), 'edge': np.float64(-0.064), 'side': 'under'}}",under,-7.44,0.61,bovada
Sandro Mamukelashvili,pra,13.5,-230,15,17.4,17.0,6.49,73.3,26.7,↑,17.0,"{'weighted': {'projection': np.float64(17.4), 'confidence': np.float64(0.64), 'edge': np.float64(0.2911), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.2), 'confidence': np.float64(0.626), 'edge': np.float64(0.2741), 'side': 'over'}}",over,28.26,0.63,bovada
Sandro Mamukelashvili,pra,14.5,-170,15,17.4,17.0,6.49,73.3,26.7,↑,17.0,"{'weighted': {'projection': np.float64(17.4), 'confidence': np.float64(0.64), 'edge': np.float64(0.2021), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.2), 'confidence': np.float64(0.626), 'edge': np.float64(0.1862), 'side': 'over'}}",over,19.42,0.63,bovada
Sandro Mamukelashvili,pra,15.5,-135,15,17.4,17.0,6.49,60.0,40.0,↑,17.0,"{'weighted': {'projection': np.float64(17.4), 'confidence': np.float64(0.64), 'edge': np.float64(0.1245), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.2), 'confidence': np.float64(0.626), 'edge': np.float64(0.1097), 'side': 'over'}}",over,11.71,0.63,bovada
Sandro Mamukelashvili,rebounds,4.5,-117,15,5.0,4.0,2.17,46.7,53.3,↓,6.2,"{'weighted': {'projection': np.float64(4.2), 'confidence': np.float64(0.523), 'edge': np.float64(-0.0644), 'side': 'under'}, 'ensemble': {'projection': np.float64(4.1), 'confidence': np.float64(0.496), 'edge': np.float64(-0.0889), 'side': 'under'}}",under,-7.66,0.51,betrivers
Scottie Barnes,assists,6.5,125,15,5.6,5.0,1.84,26.7,73.3,↑,6.6,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.726), 'edge': np.float64(-0.1492), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.2), 'confidence': np.float64(0.704), 'edge': np.float64(-0.1923), 'side': 'under'}}",under,-17.08,0.72,bovada
Scottie Barnes,points,17.5,-300,15,20.1,18.0,5.51,60.0,40.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(0.088), 'side': 'over'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(0.0429), 'side': 'over'}}",over,6.54,0.7,bovada
Scottie Barnes,points,20.5,-136,15,20.1,18.0,5.51,40.0,60.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.0712), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.1098), 'side': 'under'}}",under,-9.05,0.7,betrivers
Scottie Barnes,points,21.5,-108,15,20.1,18.0,5.51,40.0,60.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.1144), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.1512), 'side': 'under'}}",under,-13.28,0.7,betrivers
Scottie Barnes,points,22.5,116,15,20.1,18.0,5.51,40.0,60.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.1538), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.1889), 'side': 'under'}}",under,-17.14,0.7,betrivers
Scottie Barnes,points,23.5,130,15,20.1,18.0,5.51,26.7,73.3,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.1898), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.2234), 'side': 'under'}}",under,-20.66,0.7,bovada
Scottie Barnes,points,24.5,160,15,20.1,18.0,5.51,20.0,80.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.2229), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.2551), 'side': 'under'}}",under,-23.9,0.7,bovada
Scottie Barnes,points,25.5,200,15,20.1,18.0,5.51,20.0,80.0,↓,20.0,"{'weighted': {'projection': np.float64(19.0), 'confidence': np.float64(0.715), 'edge': np.float64(-0.2533), 'side': 'under'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.694), 'edge': np.float64(-0.2843), 'side': 'under'}}",under,-26.88,0.7,bovada
Scottie Barnes,pra,35.5,-114,15,34.3,31.0,7.67,40.0,60.0,↑,34.0,"{'weighted': {'projection': np.float64(33.9), 'confidence': np.float64(0.802), 'edge': np.float64(-0.0459), 'side': 'under'}, 'ensemble': {'projection': np.float64(32.4), 'confidence': np.float64(0.787), 'edge': np.float64(-0.0859), 'side': 'under'}}",under,-6.59,0.79,betrivers
Scottie Barnes,pra,36.5,107,15,34.3,31.0,7.67,40.0,60.0,↑,34.0,"{'weighted': {'projection': np.float64(33.9), 'confidence': np.float64(0.802), 'edge': np.float64(-0.0721), 'side': 'under'}, 'ensemble': {'projection': np.float64(32.4), 'confidence': np.float64(0.787), 'edge': np.float64(-0.111), 'side': 'under'}}",under,-9.15,0.79,betrivers
Scottie Barnes,rebounds,6.5,-200,15,8.6,10.0,2.85,73.3,26.7,↑,7.4,"{'weighted': {'projection': np.float64(9.3), 'confidence': np.float64(0.756), 'edge': np.float64(0.4308), 'side': 'over'}, 'ensemble': {'projection': np.float64(9.6), 'confidence': np.float64(0.758), 'edge': np.float64(0.4846), 'side': 'over'}}",over,45.77,0.76,bovada
Scottie Barnes,rebounds,7.5,-115,15,8.6,10.0,2.85,60.0,40.0,↑,7.4,"{'weighted': {'projection': np.float64(9.3), 'confidence': np.float64(0.756), 'edge': np.float64(0.24), 'side': 'over'}, 'ensemble': {'projection': np.float64(9.6), 'confidence': np.float64(0.758), 'edge': np.float64(0.2867), 'side': 'over'}}",over,26.33,0.76,betmgm
Scottie Barnes,rebounds,8.5,145,15,8.6,10.0,2.85,60.0,40.0,↑,7.4,"{'weighted': {'projection': np.float64(9.3), 'confidence': np.float64(0.756), 'edge': np.float64(0.0941), 'side': 'over'}, 'ensemble': {'projection': np.float64(9.6), 'confidence': np.float64(0.758), 'edge': np.float64(0.1353), 'side': 'over'}}",over,11.47,0.76,bovada
Shai Gilgeous-Alexander,rebounds,4.5,-125,15,4.6,5.0,2.26,53.3,46.7,↑,4.2,"{'weighted': {'projection': np.float64(5.2), 'confidence': np.float64(0.513), 'edge': np.float64(0.1511), 'side': 'over'}, 'ensemble': {'projection': np.float64(5.1), 'confidence': np.float64(0.491), 'edge': np.float64(0.1333), 'side': 'over'}}",over,14.22,0.5,fanduel
Stephon Castle,assists,5.5,121,14,7.4,6.0,3.25,64.3,35.7,↓,7.4,"{'weighted': {'projection': np.float64(6.3), 'confidence': np.float64(0.456), 'edge': np.float64(0.1382), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.6), 'confidence': np.float64(0.472), 'edge': np.float64(0.2091), 'side': 'over'}}",over,17.36,0.46,draftkings
Stephon Castle,points,14.5,-102,14,17.4,17.0,5.54,71.4,28.6,↑,15.4,"{'weighted': {'projection': np.float64(18.8), 'confidence': np.float64(0.789), 'edge': np.float64(0.2938), 'side': 'over'}, 'ensemble': {'projection': np.float64(18.2), 'confidence': np.float64(0.776), 'edge': np.float64(0.2517), 'side': 'over'}}",over,27.28,0.78,fanduel
Stephon Castle,pra,23.5,-122,14,30.5,32.0,8.05,85.7,14.3,↓,28.6,"{'weighted': {'projection': np.float64(31.0), 'confidence': np.float64(0.859), 'edge': np.float64(0.3204), 'side': 'over'}, 'ensemble': {'projection': np.float64(32.0), 'confidence': np.float64(0.859), 'edge': np.float64(0.3617), 'side': 'over'}}",over,34.11,0.86,fanduel
Stephon Castle,rebounds,4.5,116,14,5.8,6.0,2.33,85.7,14.3,↓,5.8,"{'weighted': {'projection': np.float64(6.0), 'confidence': np.float64(0.85), 'edge': np.float64(0.3356), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.0), 'confidence': np.float64(0.846), 'edge': np.float64(0.3333), 'side': 'over'}}",over,33.44,0.85,fanduel
Tristan da Silva,points,11.5,-132,15,9.0,9.0,6.43,40.0,60.0,↓,4.6,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.479), 'edge': np.float64(-0.053), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.0), 'confidence': np.float64(0.468), 'edge': np.float64(-0.0478), 'side': 'under'}}",under,-5.04,0.47,fanduel
Tristan da Silva,points,12.5,100,15,9.0,9.0,6.43,26.7,73.3,↓,4.6,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.479), 'edge': np.float64(-0.1288), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.0), 'confidence': np.float64(0.468), 'edge': np.float64(-0.124), 'side': 'under'}}",under,-12.64,0.47,draftkings
Tristan da Silva,rebounds,3.5,-120,15,4.5,4.0,2.1,66.7,33.3,↑,3.8,"{'weighted': {'projection': np.float64(5.1), 'confidence': np.float64(0.552), 'edge': np.float64(0.4486), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.8), 'confidence': np.float64(0.51), 'edge': np.float64(0.3714), 'side': 'over'}}",over,41.0,0.53,draftkings
Tyler Herro,assists,2.5,-140,5,2.2,2.0,2.86,20.0,80.0,↓,2.2,"{'weighted': {'projection': np.float64(2.4), 'confidence': 0, 'edge': np.float64(-0.04), 'side': 'under'}, 'ensemble': {'projection': np.float64(2.2), 'confidence': 0.0, 'edge': np.float64(-0.12), 'side': 'under'}}",under,-8.0,0.0,fanduel
Tyler Herro,points,22.5,-128,5,23.8,24.0,3.35,60.0,40.0,↓,23.8,"{'weighted': {'projection': np.float64(24.3), 'confidence': np.float64(0.877), 'edge': np.float64(0.0821), 'side': 'over'}, 'ensemble': {'projection': np.float64(24.2), 'confidence': np.float64(0.869), 'edge': np.float64(0.0733), 'side': 'over'}}",over,7.77,0.87,fanduel
Tyler Herro,pra,33.5,-105,5,30.6,30.0,6.43,20.0,80.0,↓,30.6,"{'weighted': {'projection': np.float64(31.6), 'confidence': np.float64(0.818), 'edge': np.float64(-0.0559), 'side': 'under'}, 'ensemble': {'projection': np.float64(30.8), 'confidence': np.float64(0.802), 'edge': np.float64(-0.0806), 'side': 'under'}}",under,-6.82,0.81,draftkings
Tyler Herro,rebounds,6.5,110,5,4.6,4.0,1.52,20.0,80.0,↓,4.6,"{'weighted': {'projection': np.float64(4.9), 'confidence': np.float64(0.722), 'edge': np.float64(-0.2492), 'side': 'under'}, 'ensemble': {'projection': np.float64(4.4), 'confidence': np.float64(0.672), 'edge': np.float64(-0.3154), 'side': 'under'}}",under,-28.23,0.7,draftkings
Tyler Kolek,assists,1.5,-185,15,1.9,1.0,1.73,46.7,53.3,↓,2.6,"{'weighted': {'projection': np.float64(1.0), 'confidence': 0, 'edge': np.float64(-0.3533), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.0), 'confidence': 0.0, 'edge': np.float64(-0.3333), 'side': 'under'}}",under,-34.33,0.0,betmgm
Tyler Kolek,points,2.5,-150,15,3.4,2.0,2.9,46.7,53.3,↓,5.0,"{'weighted': {'projection': np.float64(1.4), 'confidence': 0, 'edge': np.float64(-0.44), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.7), 'confidence': 0.0, 'edge': np.float64(-0.32), 'side': 'under'}}",under,-38.0,0.0,betmgm
Tyler Kolek,pra,6.5,100,15,6.2,6.0,4.44,46.7,53.3,↓,9.2,"{'weighted': {'projection': np.float64(2.9), 'confidence': 0, 'edge': np.float64(-0.5538), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': 0.0, 'edge': np.float64(-0.5462), 'side': 'under'}}",under,-55.0,0.0,betmgm
Tyler Kolek,rebounds,0.5,-165,15,0.9,1.0,1.1,53.3,46.7,↓,1.6,"{'weighted': {'projection': np.float64(0.5), 'confidence': 0, 'edge': np.float64(0.06), 'side': 'over'}, 'ensemble': {'projection': np.float64(0.2), 'confidence': 0.0, 'edge': np.float64(-0.5), 'side': 'under'}}",over,-22.0,0.0,betmgm
Victor Wembanyama,assists,2.5,-175,12,4.0,4.0,2.34,75.0,25.0,↓,5.2,"{'weighted': {'projection': np.float64(3.0), 'confidence': np.float64(0.527), 'edge': np.float64(0.208), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.2), 'confidence': np.float64(0.548), 'edge': np.float64(0.3), 'side': 'over'}}",over,25.4,0.54,betrivers
Victor Wembanyama,assists,3.5,140,12,4.0,4.0,2.34,58.3,41.7,↓,5.2,"{'weighted': {'projection': np.float64(3.0), 'confidence': np.float64(0.527), 'edge': np.float64(-0.1371), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.2), 'confidence': np.float64(0.548), 'edge': np.float64(-0.0714), 'side': 'under'}}",under,-10.42,0.54,fanduel
Victor Wembanyama,points,20.5,-109,12,26.2,26.5,8.64,75.0,25.0,↓,27.0,"{'weighted': {'projection': np.float64(28.1), 'confidence': np.float64(0.682), 'edge': np.float64(0.3702), 'side': 'over'}, 'ensemble': {'projection': np.float64(26.8), 'confidence': np.float64(0.657), 'edge': np.float64(0.3073), 'side': 'over'}}",over,33.88,0.67,draftkings
Victor Wembanyama,pra,32.5,-118,12,43.1,42.5,11.2,83.3,16.7,↓,45.2,"{'weighted': {'projection': np.float64(44.3), 'confidence': np.float64(0.753), 'edge': np.float64(0.3628), 'side': 'over'}, 'ensemble': {'projection': np.float64(43.4), 'confidence': np.float64(0.741), 'edge': np.float64(0.3354), 'side': 'over'}}",over,34.91,0.75,fanduel
Victor Wembanyama,pra,33.5,-108,12,43.1,42.5,11.2,83.3,16.7,↓,45.2,"{'weighted': {'projection': np.float64(44.3), 'confidence': np.float64(0.753), 'edge': np.float64(0.3221), 'side': 'over'}, 'ensemble': {'projection': np.float64(43.4), 'confidence': np.float64(0.741), 'edge': np.float64(0.2955), 'side': 'over'}}",over,30.88,0.75,betrivers
Victor Wembanyama,rebounds,9.5,110,12,12.9,13.0,3.5,75.0,25.0,↓,13.0,"{'weighted': {'projection': np.float64(13.2), 'confidence': np.float64(0.727), 'edge': np.float64(0.3874), 'side': 'over'}, 'ensemble': {'projection': np.float64(13.1), 'confidence': np.float64(0.718), 'edge': np.float64(0.3789), 'side': 'over'}}",over,38.32,0.72,fanduel
Wendell Carter Jr,assists,2.5,-174,15,2.3,2.0,1.53,33.3,66.7,↑,2.0,"{'weighted': {'projection': np.float64(2.3), 'confidence': np.float64(0.27), 'edge': np.float64(-0.076), 'side': 'under'}, 'ensemble': {'projection': np.float64(2.2), 'confidence': np.float64(0.191), 'edge': np.float64(-0.14), 'side': 'under'}}",under,-10.8,0.23,fanduel
Wendell Carter Jr,points,11.5,-114,15,11.7,12.0,4.64,53.3,46.7,↓,9.0,"{'weighted': {'projection': np.float64(14.1), 'confidence': np.float64(0.718), 'edge': np.float64(0.2287), 'side': 'over'}, 'ensemble': {'projection': np.float64(13.3), 'confidence': np.float64(0.691), 'edge': np.float64(0.1565), 'side': 'over'}}",over,19.26,0.7,fanduel
Wendell Carter Jr,points,12.5,100,15,11.7,12.0,4.64,40.0,60.0,↓,9.0,"{'weighted': {'projection': np.float64(14.1), 'confidence': np.float64(0.718), 'edge': np.float64(0.1304), 'side': 'over'}, 'ensemble': {'projection': np.float64(13.3), 'confidence': np.float64(0.691), 'edge': np.float64(0.064), 'side': 'over'}}",over,9.72,0.7,draftkings
Wendell Carter Jr,rebounds,8.5,118,15,7.2,7.0,2.37,26.7,73.3,↓,8.0,"{'weighted': {'projection': np.float64(6.4), 'confidence': np.float64(0.627), 'edge': np.float64(-0.2424), 'side': 'under'}, 'ensemble': {'projection': np.float64(6.4), 'confidence': np.float64(0.619), 'edge': np.float64(-0.2412), 'side': 'under'}}",under,-24.18,0.62,fanduel
