bin_lower,bin_upper,count,avg_prob,win_rate
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.3,0,,
0.3,0.4,0,,
0.4,0.5,0,,
0.5,0.6,0,,
0.6,0.7,0,,
0.7,0.8,136,0.7436272058823525,0.6176470588235294
0.8,0.9,28,0.8310857142857143,0.8928571428571429
0.9,1.0,0,,
