prop_id,player_name,prop_type,line,odds,pick,edge,confidence,projection,probability,injury_status,injury_source,trend,avg_5,avg_10,avg_15,streak,hit_rate_10,samples_10,hit_rate_15,samples_15
7cf633d771671707:pra:36.5:under,Michael Porter Jr,pra,36.5,-141,PASS,-0.0436,0.16,35.77,0.5415,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:pra:24.5:over,Paul George,pra,24.5,-118,PASS,-0.033,0.16,24.75,0.5083,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:pra:24.5:under,Paul George,pra,24.5,-113,PASS,-0.0388,0.16,24.75,0.4917,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:rebounds:3.5:over,Egor Demin,rebounds,3.5,116,PASS,-0.0103,0.16,3.5,0.4526,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:rebounds:3.5:under,Egor Demin,rebounds,3.5,-155,PASS,-0.0605,0.16,3.5,0.5474,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:rebounds:4.5:over,Noah Clowney,rebounds,4.5,120,PASS,-0.008,0.16,4.5,0.4466,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:rebounds:4.5:under,Noah Clowney,rebounds,4.5,-162,PASS,-0.0649,0.16,4.5,0.5534,,,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:rebounds:7.5:over,Joel Embiid,rebounds,7.5,-112,PASS,-0.0292,0.11,7.58,0.4991,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:rebounds:7.5:under,Joel Embiid,rebounds,7.5,-120,PASS,-0.0446,0.11,7.58,0.5009,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:rebounds:8.5:over,Nicolas Claxton,rebounds,8.5,110,PASS,-0.0155,0.16,8.5,0.4607,,,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:rebounds:8.5:under,Nicolas Claxton,rebounds,8.5,-148,PASS,-0.0574,0.16,8.5,0.5393,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:rebounds:3.5:over,Tyrese Maxey,rebounds,3.5,-152,PASS,-0.0546,0.16,3.54,0.5486,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:rebounds:3.5:under,Tyrese Maxey,rebounds,3.5,114,PASS,-0.0159,0.16,3.54,0.4514,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:rebounds:4.5:over,Paul George,rebounds,4.5,-141,PASS,-0.0469,0.16,4.54,0.5382,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:rebounds:4.5:under,Paul George,rebounds,4.5,107,PASS,-0.0212,0.16,4.54,0.4618,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:rebounds:7.5:over,Michael Porter Jr,rebounds,7.5,-122,PASS,-0.0502,0.16,7.35,0.4994,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:rebounds:7.5:under,Michael Porter Jr,rebounds,7.5,-109,PASS,-0.0209,0.16,7.35,0.5006,,,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:rebounds:5.5:over,VJ Edgecombe,rebounds,5.5,112,PASS,-0.0089,0.06,5.55,0.4628,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:rebounds:5.5:under,VJ Edgecombe,rebounds,5.5,-150,PASS,-0.0628,0.06,5.55,0.5372,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:rebounds:4.5:over,Danny Wolf,rebounds,4.5,115,PASS,-0.0117,0.16,4.5,0.4534,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:rebounds:4.5:under,Danny Wolf,rebounds,4.5,-155,PASS,-0.0613,0.16,4.5,0.5466,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:threes:2.5:over,Noah Clowney,threes,2.5,143,PASS,0.0071,0.16,2.5,0.4186,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:threes:2.5:under,Noah Clowney,threes,2.5,-195,PASS,-0.0796,0.16,2.5,0.5814,,,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:threes:1.5:over,Joel Embiid,threes,1.5,145,PASS,0.0095,0.11,1.52,0.4176,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:threes:1.5:under,Joel Embiid,threes,1.5,-200,PASS,-0.0843,0.11,1.52,0.5824,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:threes:2.5:over,Paul George,threes,2.5,132,PASS,0.0039,0.16,2.52,0.435,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:threes:2.5:under,Paul George,threes,2.5,-177,PASS,-0.074,0.16,2.52,0.565,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:threes:1.5:over,Egor Demin,threes,1.5,-137,PASS,-0.051,0.16,1.5,0.5271,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:threes:1.5:under,Egor Demin,threes,1.5,102,PASS,-0.0221,0.16,1.5,0.4729,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:threes:1.5:over,Ziaire Williams,threes,1.5,145,PASS,0.0105,0.16,1.5,0.4187,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:threes:1.5:under,Ziaire Williams,threes,1.5,-190,PASS,-0.0739,0.16,1.5,0.5813,,,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:threes:1.5:over,VJ Edgecombe,threes,1.5,-143,PASS,-0.0514,0.06,1.52,0.5371,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:threes:1.5:under,VJ Edgecombe,threes,1.5,108,PASS,-0.0178,0.06,1.52,0.4629,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:threes:3.5:over,Tyrese Maxey,threes,3.5,112,PASS,-0.0094,0.16,3.54,0.4623,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:threes:3.5:under,Tyrese Maxey,threes,3.5,-150,PASS,-0.0623,0.16,3.54,0.5377,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:threes:3.5:over,Michael Porter Jr,threes,3.5,110,PASS,-0.0225,0.16,3.43,0.4537,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:threes:3.5:under,Michael Porter Jr,threes,3.5,-145,PASS,-0.0456,0.16,3.43,0.5463,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:threes:1.5:over,Danny Wolf,threes,1.5,174,PASS,0.025,0.16,1.5,0.39,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:threes:1.5:under,Danny Wolf,threes,1.5,-233,PASS,-0.0897,0.16,1.5,0.61,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:8.5:over,Danny Wolf,points,8.5,110,PASS,-0.0141,0.16,8.5,0.4621,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:8.5:under,Danny Wolf,points,8.5,-145,PASS,-0.0539,0.16,8.5,0.5379,,,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:pra:34.5:over,Joel Embiid,pra,34.5,102,PASS,-0.0174,0.11,34.84,0.4777,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:pra:34.5:under,Joel Embiid,pra,34.5,-137,PASS,-0.0557,0.11,34.84,0.5223,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:pra:25.5:over,Paul George,pra,25.5,107,PASS,-0.0128,0.16,25.75,0.4703,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:pra:25.5:under,Paul George,pra,25.5,-143,PASS,-0.0588,0.16,25.75,0.5297,,,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:rebounds:7.5:over,Nicolas Claxton,rebounds,7.5,-165,PASS,-0.0642,0.16,7.5,0.5584,,,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:rebounds:7.5:under,Nicolas Claxton,rebounds,7.5,125,PASS,-0.0029,0.16,7.5,0.4416,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:rebounds:5.5:over,Paul George,rebounds,5.5,115,PASS,-0.0047,0.16,5.55,0.4604,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:rebounds:5.5:under,Paul George,rebounds,5.5,-150,PASS,-0.0604,0.16,5.55,0.5396,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:rebounds:2.5:over,Ziaire Williams,rebounds,2.5,100,PASS,-0.0243,0.16,2.5,0.4757,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:rebounds:2.5:under,Ziaire Williams,rebounds,2.5,-135,PASS,-0.0502,0.16,2.5,0.5243,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:pra:14.5:over,Danny Wolf,pra,14.5,-120,PASS,-0.0384,0.16,14.5,0.5071,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:pra:14.5:under,Danny Wolf,pra,14.5,-110,PASS,-0.0309,0.16,14.5,0.4929,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:assists:1.5:over,Ziaire Williams,assists,1.5,230,PASS,0.0456,0.16,1.5,0.3487,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:assists:1.5:under,Ziaire Williams,assists,1.5,-325,PASS,-0.1134,0.16,1.5,0.6513,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:rebounds:5.5:over,Day'Ron Sharpe,rebounds,5.5,-120,PASS,-0.0481,0.16,5.39,0.4973,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:rebounds:5.5:under,Day'Ron Sharpe,rebounds,5.5,-110,PASS,-0.0211,0.16,5.39,0.5027,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:assists:2.5:over,Danny Wolf,assists,2.5,141,PASS,0.008,0.16,2.5,0.423,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:assists:2.5:under,Danny Wolf,assists,2.5,-185,PASS,-0.0721,0.16,2.5,0.577,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:assists:1.5:over,Noah Clowney,assists,1.5,-165,PASS,-0.0642,0.16,1.5,0.5584,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:assists:1.5:under,Noah Clowney,assists,1.5,125,PASS,-0.0029,0.16,1.5,0.4416,,,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:points:23.5:over,Joel Embiid,points,23.5,105,PASS,-0.0138,0.11,23.73,0.474,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:points:23.5:under,Joel Embiid,points,23.5,-139,PASS,-0.0556,0.11,23.73,0.526,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:pra:10.5:over,Ziaire Williams,pra,10.5,100,PASS,-0.0214,0.16,10.5,0.4786,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:pra:10.5:under,Ziaire Williams,pra,10.5,-130,PASS,-0.0438,0.16,10.5,0.5214,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:pra:37.5:over,Tyrese Maxey,pra,37.5,-152,PASS,-0.0556,0.16,37.88,0.5476,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:pra:37.5:under,Tyrese Maxey,pra,37.5,112,PASS,-0.0192,0.16,37.88,0.4524,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:pra:17.5:over,Egor Demin,pra,17.5,-105,PASS,-0.0264,0.16,17.5,0.4858,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:pra:17.5:under,Egor Demin,pra,17.5,-125,PASS,-0.0413,0.16,17.5,0.5142,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:pra:20.5:over,Noah Clowney,pra,20.5,-105,PASS,-0.0264,0.16,20.5,0.4858,,,UNKNOWN,,,,0,,0,,0
9435460277dc2859:pra:20.5:under,Noah Clowney,pra,20.5,-125,PASS,-0.0413,0.16,20.5,0.5142,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:assists:1.5:over,Danny Wolf,assists,1.5,-185,PASS,-0.0763,0.16,1.5,0.5728,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:assists:1.5:under,Danny Wolf,assists,1.5,135,PASS,0.0016,0.16,1.5,0.4272,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:assists:0.5:over,Ziaire Williams,assists,0.5,-140,PASS,-0.0521,0.16,0.5,0.5312,,,UNKNOWN,,,,0,,0,,0
16fd37e29c56d2b2:assists:0.5:under,Ziaire Williams,assists,0.5,105,PASS,-0.019,0.16,0.5,0.4688,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:assists:2.5:over,Day'Ron Sharpe,assists,2.5,135,PASS,-0.0043,0.16,2.45,0.4212,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:assists:2.5:under,Day'Ron Sharpe,assists,2.5,-185,PASS,-0.0703,0.16,2.45,0.5788,,,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:points:12.5:over,Nicolas Claxton,points,12.5,-143,PASS,-0.0541,0.16,12.5,0.5344,,,UNKNOWN,,,,0,,0,,0
4ecbd8a26452323a:points:12.5:under,Nicolas Claxton,points,12.5,107,PASS,-0.0175,0.16,12.5,0.4656,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:points:6.5:over,Day'Ron Sharpe,points,6.5,-110,PASS,-0.0407,0.16,6.37,0.4832,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:points:6.5:under,Day'Ron Sharpe,points,6.5,-120,PASS,-0.0286,0.16,6.37,0.5168,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:pra:35.5:over,Michael Porter Jr,pra,35.5,-114,PASS,-0.0446,0.16,34.79,0.4881,,,UNKNOWN,,,,0,,0,,0
7cf633d771671707:pra:35.5:under,Michael Porter Jr,pra,35.5,-117,PASS,-0.0273,0.16,34.79,0.5119,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:pra:14.5:over,Day'Ron Sharpe,pra,14.5,-120,PASS,-0.0481,0.16,14.21,0.4973,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:pra:14.5:under,Day'Ron Sharpe,pra,14.5,-110,PASS,-0.0211,0.16,14.21,0.5027,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:threes:0.5:over,Danny Wolf,threes,0.5,-210,PASS,-0.0841,0.16,0.5,0.5933,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:threes:0.5:under,Danny Wolf,threes,0.5,155,PASS,0.0145,0.16,0.5,0.4067,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:threes:0.5:over,Day'Ron Sharpe,threes,0.5,310,PASS,0.0657,0.16,0.49,0.3096,,,UNKNOWN,,,,0,,0,,0
3fc374ebc1b98021:threes:0.5:under,Day'Ron Sharpe,threes,0.5,-450,PASS,-0.1277,0.16,0.49,0.6904,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:assists:4.5:over,Egor Demin,assists,4.5,180,PASS,0.0271,0.16,4.5,0.3842,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:assists:4.5:under,Egor Demin,assists,4.5,-245,PASS,-0.0944,0.16,4.5,0.6158,,,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:assists:2.5:over,Joel Embiid,assists,2.5,-260,PASS,-0.0954,0.11,2.52,0.6268,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
232d2c6cb0f702e0:assists:2.5:under,Joel Embiid,assists,2.5,190,PASS,0.0284,0.11,2.52,0.3732,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:assists:2.5:over,Paul George,assists,2.5,-290,PASS,-0.1024,0.16,2.52,0.6412,,,UNKNOWN,,,,0,,0,,0
17c40c7eb7c61bc4:assists:2.5:under,Paul George,assists,2.5,210,PASS,0.0362,0.16,2.52,0.3588,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:assists:5.5:over,Tyrese Maxey,assists,5.5,-250,PASS,-0.0901,0.16,5.55,0.6242,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:assists:5.5:under,Tyrese Maxey,assists,5.5,185,PASS,0.025,0.16,5.55,0.3758,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:assists:7.5:over,Tyrese Maxey,assists,7.5,135,PASS,0.008,0.16,7.58,0.4335,,,UNKNOWN,,,,0,,0,,0
3cfc8bdeebb00461:assists:7.5:under,Tyrese Maxey,assists,7.5,-180,PASS,-0.0764,0.16,7.58,0.5665,,,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:assists:4.5:over,VJ Edgecombe,assists,4.5,155,PASS,0.0192,0.06,4.54,0.4114,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
e8e371aa543245b3:assists:4.5:under,VJ Edgecombe,assists,4.5,-210,PASS,-0.0888,0.06,4.54,0.5886,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:5.5:over,Danny Wolf,points,5.5,-300,PASS,-0.1082,0.16,5.5,0.6418,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:5.5:under,Danny Wolf,points,5.5,215,PASS,0.0407,0.16,5.5,0.3582,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:6.5:over,Danny Wolf,points,6.5,-190,PASS,-0.0739,0.16,6.5,0.5813,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:6.5:under,Danny Wolf,points,6.5,145,PASS,0.0105,0.16,6.5,0.4187,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:9.5:over,Danny Wolf,points,9.5,145,PASS,0.0105,0.16,9.5,0.4187,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:9.5:under,Danny Wolf,points,9.5,-190,PASS,-0.0739,0.16,9.5,0.5813,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:10.5:over,Danny Wolf,points,10.5,200,PASS,0.0354,0.16,10.5,0.3688,,,UNKNOWN,,,,0,,0,,0
bb592d0b28ccfa79:points:10.5:under,Danny Wolf,points,10.5,-275,PASS,-0.1021,0.16,10.5,0.6312,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:7.5:over,Egor Demin,points,7.5,-250,PASS,-0.0949,0.16,7.5,0.6194,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:7.5:under,Egor Demin,points,7.5,185,PASS,0.0297,0.16,7.5,0.3806,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:8.5:over,Egor Demin,points,8.5,-150,PASS,-0.0597,0.16,8.5,0.5403,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:8.5:under,Egor Demin,points,8.5,110,PASS,-0.0165,0.16,8.5,0.4597,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:10.5:over,Egor Demin,points,10.5,110,PASS,-0.0141,0.16,10.5,0.4621,,,UNKNOWN,,,,0,,0,,0
13241614e2363f7b:points:10.5:under,Egor Demin,points,10.5,-145,PASS,-0.0539,0.16,10.5,0.5379,,,UNKNOWN,,,,0,,0,,0
