bin_lower,bin_upper,count,avg_prob,win_rate
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.3,0,,
0.3,0.4,0,,
0.4,0.5,0,,
0.5,0.6,0,,
0.6,0.7,0,,
0.7,0.8,1405,0.7524096085409253,0.503202846975089
0.8,0.9,1063,0.839708372530572,0.5277516462841016
0.9,1.0,537,0.9510299813780256,0.5567970204841713
