prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,market_prob,market_over_odds,market_under_odds,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,expected_usage_factor,expected_usage_notes,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,game
4e45d282ab40fb92:pra:20.5:over,4e45d282ab40fb92,Cam Spencer,pra,over,20.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,31.69,0.7301,0.9632,0.7301,0.4854,0.4854,-106,-120,0.2155,0.4141,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.9092, 'expected_usage': 1.028, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage shift (Ja Morant RETURN x1.03), usage boost (injuries), extra rest, home, soft defense, market divergence",30.0,26.3,24.533333333333335,UP,6.254775952999614,0.8,0.6666666666666666,8,6,2,0,Ty Jerome (Injury/Illness - Right Calf; Strain); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery); Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain),Ja Morant (Injury/Illness - Left Ankle; Sprain); Cedric Coward (Injury/Illness - Left Heel; Soreness),,Usage down; Expected usage: Ja Morant RETURN x1.03; Teammates OUT: 6; Teammates Q: 2,1.0280423330593607,Ja Morant RETURN x1.03,OVER,-106,0.06,0.034,0.3912,1.05,1.08,0.3051,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766791926.3721962,odds_api,MIL @ MEM
e8e371aa543245b3:pra:23.5:over,e8e371aa543245b3,VJ Edgecombe,pra,over,23.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,7,False,37.83,0.7313,0.9655,0.7313,0.5146,0.5146,-120,-106,0.1858,0.4163,LOW,"{'minutes_trend': 1.1386, 'usage_trend': 1.1058, 'expected_usage': 0.9641, 'team_usage': 1.035, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage shift (Joel Embiid RETURN x0.96), usage boost (injuries), extra rest, soft defense, market divergence",30.8,24.9,24.333333333333332,UP,7.880355321938218,0.5,0.5333333333333333,4,2,1,0,Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain); Trendon Watford (Injury/Illness - Left Adductor; Strain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),,Usage up; Expected usage: Joel Embiid RETURN x0.96; Teammates OUT: 2; Teammates Q: 1; Player status: AVAILABLE,0.9640884316076298,Joel Embiid RETURN x0.96,OVER,-120,0.06,0.034,0.3912,1.05,1.08,0.3353,,,-120,120,0.65,,pra,0.507397,0.241351,AVAILABLE,NBA Official Report,Injury/Illness - N/a; Illness,1766791926.3721962,odds_api,PHI @ CHI
d1fb36bbd833e915:pra:33.5:over,d1fb36bbd833e915,Shaedon Sharpe,pra,over,33.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,40.54,0.6918,0.8879,0.6918,0.5,0.5,-113,-113,0.1613,0.3837,LOW,"{'minutes_trend': 1.0719, 'usage_trend': 1.0394, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace",32.6,31.0,29.8,UP,5.792715732327589,0.4,0.4,-3,7,0,2,Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Jrue Holiday (Injury/Illness - Right Calf; Strain); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Blake Wesley (Injury/Illness - Right Foot; Fracture),,Kris Murray (Injury/Illness - Right Cervical; Soreness); Robert Williams III (Injury/Illness - Left Knee; Injury Management),Teammates OUT: 7,1.0,,OVER,-113,0.061,0.0315,0.372,1.05,1.0,0.1729,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766791926.3721962,odds_api,LAC @ POR
fefc8e5721ae8522:pra:22.5:over,fefc8e5721ae8522,Wendell Carter Jr,pra,over,22.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,ORL,CHA,True,4,False,30.22,0.6944,0.8929,0.6944,0.5239,0.5239,-125,-102,0.1388,0.3888,LOW,"{'minutes_trend': 1.0615, 'usage_trend': 1.1121, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",24.0,22.0,22.0,UP,6.2182527020592095,0.4,0.3333333333333333,-2,5,0,0,Colin Castleton (G League - Two-Way da); Jalen Suggs (Injury/Illness - Left Hip; Contusion); Franz Wagner (Injury/Illness - Left High Ankle; Sprain); Moritz Wagner (Injury/Illness - Left Knee; Injury recovery); Goga Bitadze (Injury/Illness - Left Knee; Strain),,,Usage up; Teammates OUT: 5,1.0,,OVER,-125,0.0605,0.0315,0.372,1.05,1.0,0.2764,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766791926.3721962,odds_api,CHA @ ORL
5f14e644f6af651b:pra:14.5:over,5f14e644f6af651b,Kris Dunn,pra,over,14.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,LAC,POR,False,4,False,21.65,0.6961,0.8963,0.6961,0.5289,0.5289,-128,100,0.1347,0.3922,LOW,"{'minutes_trend': 1.0265, 'usage_trend': 1.141, 'team_usage': 1.075, 'rest': 1.02, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, slow pace",19.2,16.2,16.133333333333333,UP,5.672545969648706,0.7,0.6666666666666666,6,5,0,0,Ivica Zubac (Injury/Illness - Left Ankle; Sprain); Chris Paul (Not With Team); Derrick Jones Jr. (Injury/Illness - Right Knee; Sprain); RayJ Dennis (G League - Two-Way); Bradley Beal (Injury/Illness - Left Hip; Fracture),,,Usage up; Teammates OUT: 5,1.0,,OVER,-128,0.0614,0.034,0.3912,1.05,1.08,0.3912,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766791926.3721962,odds_api,LAC @ POR
