prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,market_prob,market_over_odds,market_under_odds,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,expected_usage_factor,expected_usage_notes,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,game
f7e3bcaa6e1c141c:pra:21.5:over,f7e3bcaa6e1c141c,Toumani Camara,pra,over,21.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,24.73,0.575,0.6575,0.575,0.4858,0.4858,-108,-122,0.0557,0.2,LOW,"{'minutes_trend': 1.0311, 'usage_trend': 1.0428, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace",19.2,20.3,20.933333333333334,DOWN,7.972870666621067,0.5,0.5333333333333333,-2,7,0,2,Blake Wesley (Injury/Illness - Right Foot; Fracture); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management); Jrue Holiday (Injury/Illness - Right Calf; Strain); Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way),,Robert Williams III (Injury/Illness - Left Knee; Injury Management); Kris Murray (Injury/Illness - Right Cervical; Soreness),Teammates OUT: 7,1.0,,OVER,-108,0.0688,0.0,0.0,1.05,1.08,0.3708,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766788458.537465,odds_api,LAC @ POR
0e7566815b4c9c47:rebounds:4.5:over,0e7566815b4c9c47,Bilal Coulibaly,rebounds,over,4.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,WAS,TOR,True,4,False,4.75,0.4789,0.5964,0.4789,0.4033,0.4033,134,-172,0.0516,0.2,LOW,"{'minutes_trend': 1.0161, 'usage_trend': 1.0303, 'team_usage': 1.035, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense",4.6,3.8,4.071428571428571,UP,1.0327955589886446,0.3,0.35714285714285715,1,2,1,0,Cam Whitmore (Injury/Illness - Right Shoulder; Deep Vein Thrombosis); Corey Kispert (Injury/Illness - Left Hamstring; Tightness),Justin Champagnie (Injury/Illness - N/a; illness),,Teammates OUT: 2; Teammates Q: 1,1.0,,OVER,134,0.0597,0.0,0.0,0.95,1.0,0.2295,,,-120,120,0.65,,rebounds,0.3,0.3,,,,1766788458.537465,odds_api,TOR @ WAS
6528127ba219e939:rebounds:6.5:over,6528127ba219e939,Lauri Markkanen,rebounds,over,6.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,5,False,9.7,0.5632,0.8773,0.5632,0.4808,0.4808,-106,-125,0.0486,0.184,LOW,"{'minutes_trend': 0.9756, 'usage_trend': 1.0422, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, high variance",10.0,8.6,7.6,UP,2.7568097504180447,0.9,0.7333333333333333,8,4,0,0,Elijah Harkless (G League - Two-Way); Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction); John Tonje (G League - Two-Way),,,Teammates OUT: 4,1.0,,OVER,-106,0.0701,0.0,0.0,0.95,1.15,0.4241,,,-120,120,0.65,,rebounds,0.3,0.3,,,,1766788458.537465,odds_api,DET @ UTA
0cf3e771ba869499:rebounds:3.5:over,0cf3e771ba869499,C.J. McCollum,rebounds,over,3.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,WAS,TOR,True,4,False,4.01,0.4831,0.6102,0.4831,0.4106,0.4106,130,-166,0.0483,0.17,LOW,"{'minutes_trend': 1.0475, 'usage_trend': 0.8739, 'team_usage': 1.035, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, high variance",4.8,3.7,3.533333333333333,UP,1.8287822299126937,0.6,0.5333333333333333,1,2,1,0,Cam Whitmore (Injury/Illness - Right Shoulder; Deep Vein Thrombosis); Corey Kispert (Injury/Illness - Left Hamstring; Tightness),Justin Champagnie (Injury/Illness - N/a; illness),,Usage down; Teammates OUT: 2; Teammates Q: 1,1.0,,OVER,130,0.0588,0.0,0.0,0.95,1.15,0.5225,,,-120,120,0.65,,rebounds,0.3,0.3,,,,1766788458.537465,odds_api,TOR @ WAS
17c40c7eb7c61bc4:rebounds:5.5:over,17c40c7eb7c61bc4,Paul George,rebounds,over,5.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,4,False,5.93,0.4831,0.6104,0.4831,0.4106,0.4106,130,-166,0.0483,0.2,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.9269, 'team_usage': 1.035, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense",5.2,4.8,5.0,FLAT,1.5491933384829668,0.4,0.4166666666666667,-1,2,1,3,Trendon Watford (Injury/Illness - Left Adductor; Strain); Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),Quentin Grimes (Injury/Illness - N/a; Illness); VJ Edgecombe (Injury/Illness - N/a; Illness); Dominick Barlow (Injury/Illness - N/a; Illness),Usage down; Teammates OUT: 2; Teammates Q: 1,1.0,,OVER,130,0.0588,0.0,0.0,0.95,1.0,0.2817,,,-120,120,0.65,,rebounds,0.3,0.3,,,,1766788458.537465,odds_api,PHI @ CHI
230a681311fee4a4:points:8.5:over,230a681311fee4a4,Isaiah Collier,points,over,8.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,4,False,14.28,0.5432,0.8108,0.5432,0.4621,0.4621,102,-136,0.0482,0.17,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.15, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, high variance",11.2,8.0,7.2,UP,6.5659052011974035,0.4,0.4,-2,4,0,0,Elijah Harkless (G League - Two-Way); Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction); John Tonje (G League - Two-Way),,,Usage up; Teammates OUT: 4,1.0,,OVER,102,0.0713,0.0,0.0,1.0,1.15,0.7725,,,-120,120,0.65,,points,0.3,0.3,,,,1766788458.537465,odds_api,DET @ UTA
0149249a4eb6cf3f:assists:3.5:over,0149249a4eb6cf3f,Pascal Siakam,assists,over,3.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,3.58,0.4578,0.5261,0.4578,0.3866,0.3866,144,-186,0.048,0.2,LOW,"{'minutes_trend': 1.012, 'usage_trend': 0.888, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",3.4,3.0,2.933333333333333,FLAT,1.247219128924647,0.4,0.4,-3,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Usage down; Teammates OUT: 5,1.0,,OVER,144,0.0602,0.0,0.0,1.0,1.08,0.3563,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,BOS @ IND
4d4ec8bd2a6a6c99:pra:29.5:over,4d4ec8bd2a6a6c99,Jaime Jaquez Jr,pra,over,29.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,31.68,0.5528,0.6138,0.5528,0.4761,0.4761,-102,-125,0.0479,0.2,LOW,"{'minutes_trend': 1.1224, 'usage_trend': 1.0067, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace",24.4,22.8,23.2,UP,7.539525478731699,0.1,0.13333333333333333,-6,5,0,0,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,,Teammates OUT: 5; Player status: AVAILABLE,1.0,,OVER,-102,0.0605,0.0,0.0,1.05,1.0,0.2556,,,-120,120,0.65,,pra,0.507397,0.241351,AVAILABLE,NBA Official Report,Injury/Illness - Left Calf; Soreness,1766788458.537465,odds_api,MIA @ ATL
f0f6cdc30bf237c9:assists:3.5:over,f0f6cdc30bf237c9,Santi Aldama,assists,over,3.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,3.84,0.4713,0.5709,0.4713,0.4002,0.4002,136,-174,0.0476,0.17,LOW,"{'minutes_trend': 1.0984, 'usage_trend': 1.0921, 'expected_usage': 0.9316, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage shift (Ja Morant RETURN x0.93), usage boost (injuries), extra rest, home, soft defense, high variance",3.0,3.1,3.533333333333333,DOWN,1.9119507199599983,0.4,0.5333333333333333,1,6,2,0,Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Ty Jerome (Injury/Illness - Right Calf; Strain); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery),Ja Morant (Injury/Illness - Left Ankle; Sprain); Cedric Coward (Injury/Illness - Left Heel; Soreness),,Usage up; Expected usage: Ja Morant RETURN x0.93; Teammates OUT: 6; Teammates Q: 2,0.9315722441874323,Ja Morant RETURN x0.93,OVER,136,0.0588,0.0,0.0,1.0,1.15,0.5463,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,MIL @ MEM
ce342d48eb6b7a6b:threes:1.5:over,ce342d48eb6b7a6b,Jamal Shead,threes,over,1.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,TOR,WAS,False,4,False,1.47,0.4469,0.4898,0.4469,0.3774,0.3774,150,-194,0.0469,0.16,LOW,"{'minutes_trend': 0.9761, 'usage_trend': 1.0519, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, high variance",1.4,1.3,1.0,FLAT,1.2516655570345725,0.4,0.26666666666666666,1,4,3,0,Jakob Poeltl (Injury/Illness - Back; Lower back - strain); Alijah Martin (G League - Two-Way); Chucky Hepburn (G League - Two-Way); RJ Barrett (Injury/Illness - Right Knee; Sprain),Collin Murray-Boyles (Injury/Illness - Illness; Illness); A.J. Lawson (G League - Two-Way); Scottie Barnes (Injury/Illness - N/a; Illness),,Usage up; Teammates OUT: 4; Teammates Q: 3,1.0,,OVER,150,0.0599,0.0,0.0,1.1,1.15,0.8344,,,-120,120,0.65,,threes,0.3,0.3,,,,1766788458.537465,odds_api,TOR @ WAS
7248a5865a57d720:pra:35.5:under,7248a5865a57d720,Brandon Ingram,pra,under,35.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,TOR,WAS,False,4,False,32.28,0.5713,0.6503,0.5713,0.4958,0.4958,-115,-111,0.0452,0.2,LOW,"{'minutes_trend': 0.9677, 'usage_trend': 0.9307, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense",32.0,32.2,31.8,FLAT,8.350648677398262,0.6,0.6666666666666666,3,4,3,0,Jakob Poeltl (Injury/Illness - Back; Lower back - strain); Alijah Martin (G League - Two-Way); Chucky Hepburn (G League - Two-Way); RJ Barrett (Injury/Illness - Right Knee; Sprain),Collin Murray-Boyles (Injury/Illness - Illness; Illness); A.J. Lawson (G League - Two-Way); Scottie Barnes (Injury/Illness - N/a; Illness),,Usage down; Teammates OUT: 4; Teammates Q: 3,1.0,,UNDER,-111,0.061,0.0,0.0,1.05,1.0,0.2352,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766788458.537465,odds_api,TOR @ WAS
4e45d282ab40fb92:assists:6.5:over,4e45d282ab40fb92,Cam Spencer,assists,over,6.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,8.5,0.5211,0.7372,0.5211,0.4494,0.4494,110,-140,0.045,0.184,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.9092, 'expected_usage': 1.028, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage shift (Ja Morant RETURN x1.03), usage boost (injuries), extra rest, home, soft defense, high variance",8.4,6.8,6.2,UP,3.155242550986462,0.4,0.3333333333333333,3,6,2,0,Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Ty Jerome (Injury/Illness - Right Calf; Strain); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery),Ja Morant (Injury/Illness - Left Ankle; Sprain); Cedric Coward (Injury/Illness - Left Heel; Soreness),,Usage down; Expected usage: Ja Morant RETURN x1.03; Teammates OUT: 6; Teammates Q: 2,1.0280423330593607,Ja Morant RETURN x1.03,OVER,110,0.0595,0.0,0.0,1.0,1.15,0.4854,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,MIL @ MEM
c872a3622f3bc6d2:assists:4.5:over,c872a3622f3bc6d2,Coby White,assists,over,4.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,5.44,0.4982,0.6607,0.4982,0.4285,0.4285,120,-154,0.0437,0.17,LOW,"{'minutes_trend': 1.0183, 'usage_trend': 0.9271, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace, high variance",5.2,4.5,5.076923076923077,FLAT,2.273030282830976,0.5,0.6153846153846154,-1,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Usage down; Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,120,0.0608,0.0,0.0,1.0,1.15,0.5051,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,PHI @ CHI
3b202baf529106d6:pra:39.5:under,3b202baf529106d6,Devin Booker,pra,under,39.5,5e1430770a9b7fe84382e690d0a936c3,NOP,PHX,2025-12-27T01:00:00Z,PHX,NOP,False,4,False,35.64,0.5918,0.6907,0.5918,0.5188,0.5188,-104,-122,0.0422,0.2,LOW,"{'minutes_trend': 0.85, 'usage_trend': 1.1393, 'team_usage': 1.03, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense",32.6,32.7,33.666666666666664,DOWN,7.761013679496598,0.8,0.8,1,2,0,0,Jalen Green (Injury/Illness - Right Hamstring; Strain); Grayson Allen (Injury/Illness - Right Knee; Injury Management),,,Usage up; Teammates OUT: 2,1.0,,UNDER,-122,0.0594,0.0,0.0,1.05,1.0,0.1965,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766788458.537465,odds_api,PHX @ NOP
d37bbae8653cdb2b:points:8.5:over,d37bbae8653cdb2b,T.J. McConnell,points,over,8.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,12.96,0.5358,0.7858,0.5358,0.4669,0.4669,102,-130,0.0407,0.17,LOW,"{'minutes_trend': 1.0152, 'usage_trend': 1.046, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",11.8,9.1,10.733333333333333,UP,5.626327003965869,0.4,0.6,2,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,OVER,102,0.0603,0.0,0.0,1.0,1.15,0.6619,,,-120,120,0.65,,points,0.3,0.3,,,,1766788458.537465,odds_api,BOS @ IND
d37bbae8653cdb2b:assists:4.5:over,d37bbae8653cdb2b,T.J. McConnell,assists,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,6.13,0.5402,0.8006,0.5402,0.4711,0.4711,100,-128,0.0402,0.184,LOW,"{'minutes_trend': 1.0152, 'usage_trend': 1.046, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",5.6,4.8,5.266666666666667,FLAT,1.9321835661585918,0.6,0.6666666666666666,3,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,OVER,100,0.0614,0.0,0.0,1.0,1.15,0.4294,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,BOS @ IND
86c3c54ce38bd221:points:9.5:over,86c3c54ce38bd221,Khris Middleton,points,over,9.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,WAS,TOR,True,4,False,14.31,0.5534,0.8445,0.5534,0.4854,0.4854,-106,-120,0.0388,0.184,LOW,"{'minutes_trend': 1.0027, 'usage_trend': 1.15, 'team_usage': 1.035, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, high variance",13.0,11.1,9.733333333333333,UP,4.748099034818508,0.7,0.5333333333333333,1,2,1,0,Cam Whitmore (Injury/Illness - Right Shoulder; Deep Vein Thrombosis); Corey Kispert (Injury/Illness - Left Hamstring; Tightness),Justin Champagnie (Injury/Illness - N/a; illness),,Usage up; Teammates OUT: 2; Teammates Q: 1,1.0,,OVER,-106,0.06,0.0,0.0,1.0,1.15,0.4998,,,-120,120,0.65,,points,0.3,0.3,,,,1766788458.537465,odds_api,TOR @ WAS
fa374d1abb3b6035:pra:36.5:over,fa374d1abb3b6035,Josh Giddey,pra,over,36.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,39.91,0.5613,0.6305,0.5613,0.4958,0.4958,-111,-115,0.0352,0.2,LOW,"{'minutes_trend': 0.9416, 'usage_trend': 1.0138, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace",36.6,36.2,37.06666666666667,FLAT,10.21763181955584,0.6,0.6,2,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,-111,0.061,0.0,0.0,1.05,1.0,0.2799,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766788458.537465,odds_api,PHI @ CHI
b5293a12d6b1625b:pra:19.5:under,b5293a12d6b1625b,Quentin Grimes,pra,under,19.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,7,False,15.72,0.5699,0.6476,0.5699,0.5042,0.5042,-111,-115,0.035,0.12,LOW,"{'minutes_trend': 0.8858, 'usage_trend': 0.85, 'expected_usage': 0.9787, 'team_usage': 1.035, 'injury_risk': 0.99, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage shift (Joel Embiid RETURN x0.98), usage boost (injuries), injury caution, extra rest, soft defense, high variance",17.2,22.8,22.133333333333333,DOWN,9.986657765906136,0.4,0.4,2,2,1,3,Trendon Watford (Injury/Illness - Left Adductor; Strain); Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),Quentin Grimes (Injury/Illness - N/a; Illness); VJ Edgecombe (Injury/Illness - N/a; Illness); Dominick Barlow (Injury/Illness - N/a; Illness),Usage down; Expected usage: Joel Embiid RETURN x0.98; Teammates OUT: 2; Teammates Q: 1; Player status: PROBABLE,0.9787312483882948,Joel Embiid RETURN x0.98,UNDER,-115,0.061,0.0,0.0,1.05,1.15,0.5121,,,-120,120,0.65,,pra,0.507397,0.241351,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness,1766788458.537465,odds_api,PHI @ CHI
e46a60dfbf8165ee:pra:16.5:over,e46a60dfbf8165ee,Tre Jones,pra,over,16.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,17.35,0.5338,0.5763,0.5338,0.4711,0.4711,100,-128,0.0338,0.2,LOW,"{'minutes_trend': 0.8878, 'usage_trend': 0.9104, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace",18.4,19.3,19.8,DOWN,4.3982319680121975,0.7,0.6666666666666666,-1,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Usage down; Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,100,0.0614,0.0,0.0,1.05,1.0,0.2666,,,-120,120,0.65,,pra,0.507397,0.241351,,,,1766788458.537465,odds_api,PHI @ CHI
bca8c361d7811ab2:assists:3.5:over,bca8c361d7811ab2,Nikola Vucevic,assists,over,3.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,4.47,0.5142,0.7142,0.5142,0.4533,0.4533,108,-138,0.0335,0.184,LOW,"{'minutes_trend': 1.0552, 'usage_trend': 0.9959, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace, high variance",4.0,3.4,3.3333333333333335,UP,1.7126976771553504,0.6,0.4666666666666667,2,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,108,0.0606,0.0,0.0,1.0,1.15,0.4893,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,PHI @ CHI
b90d46e90cecc8d4:assists:2.5:over,b90d46e90cecc8d4,Tobias Harris,assists,over,2.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,DET,UTA,False,4,False,3.29,0.5126,0.7088,0.5126,0.4489,0.4489,108,-144,0.0319,0.17,LOW,"{'minutes_trend': 0.9952, 'usage_trend': 0.9588, 'team_usage': 1.065, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, high variance",3.4,2.5,2.4,UP,1.4337208778404378,0.6,0.5333333333333333,5,4,1,0,Wendell Moore Jr. (G League - Two-Way); Bobi Klintman (G League - On Assignment); Isaac Jones (G League - On Assignment); Tolu Smith (G League - Two-Way),Ronald Holland II (Injury/Illness - Left Knee; Sprain),,Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,108,0.0709,0.0,0.0,1.0,1.15,0.5735,,,-120,120,0.65,,assists,0.3,0.3,,,,1766788458.537465,odds_api,DET @ UTA
ed12b766ab682805:pra:19.5:over,ed12b766ab682805,Jordan Poole,pra,over,19.5,5e1430770a9b7fe84382e690d0a936c3,NOP,PHX,2025-12-27T01:00:00Z,NOP,PHX,True,5,False,22.6,0.5862,0.6796,0.5862,0.5239,0.5239,-125,-102,0.0306,0.15,LOW,"{'minutes_trend': 0.9421, 'usage_trend': 1.0252, 'team_usage': 1.06, 'injury_risk': 0.99, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), injury caution, extra rest, home",21.4,21.5,22.0,DOWN,6.637435917246626,0.5,0.5,-1,4,0,1,Dejounte Murray (Injury/Illness - Right Achilles; Rupture); Herbert Jones (Injury/Illness - Right Ankle; Sprain); Hunter Dickinson (G League - Two-Way); Trey Alexander (G League - Two-Way),,Jordan Poole (Injury/Illness - Left Ankle; Soreness),Teammates OUT: 4; Player status: PROBABLE,1.0,,OVER,-125,0.0605,0.0,0.0,1.05,1.08,0.3404,,,-120,120,0.65,,pra,0.507397,0.241351,PROBABLE,NBA Official Report,Injury/Illness - Left Ankle; Soreness,1766788458.537465,odds_api,PHX @ NOP
edd43e3a6b6d2de3:rebounds:7.5:over,edd43e3a6b6d2de3,Derik Queen,rebounds,over,7.5,5e1430770a9b7fe84382e690d0a936c3,NOP,PHX,2025-12-27T01:00:00Z,NOP,PHX,True,4,False,9.7,0.5447,0.8157,0.5447,0.4958,0.4958,-111,-115,0.0186,0.2,LOW,"{'minutes_trend': 1.033, 'usage_trend': 1.0271, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",9.4,8.3,7.266666666666667,UP,2.4517567397911058,0.7,0.5333333333333333,-1,4,0,1,Dejounte Murray (Injury/Illness - Right Achilles; Rupture); Herbert Jones (Injury/Illness - Right Ankle; Sprain); Hunter Dickinson (G League - Two-Way); Trey Alexander (G League - Two-Way),,Jordan Poole (Injury/Illness - Left Ankle; Soreness),Teammates OUT: 4,1.0,,OVER,-111,0.061,0.0,0.0,0.95,1.08,0.3269,,,-120,120,0.65,,rebounds,0.3,0.3,,,,1766788458.537465,odds_api,PHX @ NOP
