prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,usage_expectation,pick,odds,injury_status,injury_source,injury_detail
e8e371aa543245b3:assists:3.5:under,e8e371aa543245b3,VJ Edgecombe,assists,under,3.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,3.54,0.4832,0.486,0.482,-0.0337,0.06,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: QUESTIONABLE,PASS,-107,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
13241614e2363f7b:assists:3.5:over,13241614e2363f7b,Egor Demin,assists,over,3.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,3.5,0.4811,0.5,0.473,-0.0263,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-103,,,
13241614e2363f7b:assists:3.5:under,13241614e2363f7b,Egor Demin,assists,under,3.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,3.5,0.5189,0.5,0.527,-0.0463,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-130,,,
17c40c7eb7c61bc4:assists:3.5:over,17c40c7eb7c61bc4,Paul George,assists,over,3.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,3.54,0.4777,0.514,0.4621,-0.0174,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,102,,,
17c40c7eb7c61bc4:assists:3.5:under,17c40c7eb7c61bc4,Paul George,assists,under,3.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,3.54,0.5223,0.486,0.5379,-0.0539,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-136,,,
4ecbd8a26452323a:points:13.5:over,4ecbd8a26452323a,Nicolas Claxton,points,over,13.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,13.5,0.4979,0.5,0.497,-0.0348,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-114,,,
4ecbd8a26452323a:points:13.5:under,4ecbd8a26452323a,Nicolas Claxton,points,under,13.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,13.5,0.5021,0.5,0.503,-0.0371,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-117,,,
e8e371aa543245b3:points:14.5:over,e8e371aa543245b3,VJ Edgecombe,points,over,14.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,14.64,0.4873,0.5158,0.4751,-0.0225,0.06,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: QUESTIONABLE,PASS,-104,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
e8e371aa543245b3:points:14.5:under,e8e371aa543245b3,VJ Edgecombe,points,under,14.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,14.64,0.5127,0.4842,0.5249,-0.0506,0.06,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: QUESTIONABLE,PASS,-129,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
17c40c7eb7c61bc4:points:16.5:over,17c40c7eb7c61bc4,Paul George,points,over,16.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,16.66,0.4893,0.5158,0.4779,-0.0229,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-105,,,
17c40c7eb7c61bc4:points:16.5:under,17c40c7eb7c61bc4,Paul George,points,under,16.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,16.66,0.5107,0.4842,0.5221,-0.0488,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-127,,,
caf164737a209e3b:points:5.5:over,caf164737a209e3b,Andre Drummond,points,over,5.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,CHI,,,4,False,7.94,0.5644,0.691,0.5101,0.0189,0.2,LOW,"{'minutes_trend': 0.982, 'usage_trend': 1.0641, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, extra rest, fast pace",7.2,6.2,7.066666666666666,FLAT,0.5,0.5333333333333333,2,4,0,0,Usage up; Teammates OUT: 4,PASS,-120,,,
caf164737a209e3b:points:5.5:under,caf164737a209e3b,Andre Drummond,points,under,5.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,CHI,,,4,False,7.94,0.4356,0.309,0.4899,-0.0882,0.2,LOW,"{'minutes_trend': 0.982, 'usage_trend': 1.0641, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, extra rest, fast pace",7.2,6.2,7.066666666666666,FLAT,0.5,0.4666666666666667,-2,4,0,0,Usage up; Teammates OUT: 4,PASS,-110,,,
b5293a12d6b1625b:points:12.5:over,b5293a12d6b1625b,Quentin Grimes,points,over,12.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,DAL,,,,,12.5,0.4901,0.5,0.4858,-0.0292,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-108,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
b5293a12d6b1625b:points:12.5:under,b5293a12d6b1625b,Quentin Grimes,points,under,12.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,DAL,,,,,12.5,0.5099,0.5,0.5142,-0.0396,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
13241614e2363f7b:points:9.5:over,13241614e2363f7b,Egor Demin,points,over,9.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,9.5,0.488,0.5,0.4829,-0.0289,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-107,,,
13241614e2363f7b:points:9.5:under,13241614e2363f7b,Egor Demin,points,under,9.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,9.5,0.512,0.5,0.5171,-0.0416,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-124,,,
2174ee8b379141bc:points:8.5:over,2174ee8b379141bc,Terance Mann,points,over,8.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,LAC,,,,,8.33,0.45,0.4675,0.4425,-0.0262,0.11,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,4,0,0,Teammates OUT: 4; Player status: PROBABLE,PASS,110,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness
2174ee8b379141bc:points:8.5:under,2174ee8b379141bc,Terance Mann,points,under,8.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,LAC,,,,,8.33,0.55,0.5325,0.5575,-0.05,0.11,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,4,0,0,Teammates OUT: 4; Player status: PROBABLE,PASS,-150,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness
16fd37e29c56d2b2:points:6.5:over,16fd37e29c56d2b2,Ziaire Williams,points,over,6.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,6.5,0.4943,0.5,0.4918,-0.0296,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-110,,,
16fd37e29c56d2b2:points:6.5:under,16fd37e29c56d2b2,Ziaire Williams,points,under,6.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,6.5,0.5057,0.5,0.5082,-0.0355,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-118,,,
232d2c6cb0f702e0:points:22.5:over,232d2c6cb0f702e0,Joel Embiid,points,over,22.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,22.73,0.5139,0.5158,0.5131,-0.0357,0.11,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: PROBABLE,PASS,-122,PROBABLE,NBA Official Report,Injury/Illness - Right Knee; Injury Management
232d2c6cb0f702e0:points:22.5:under,232d2c6cb0f702e0,Joel Embiid,points,under,22.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,22.73,0.4861,0.4842,0.4869,-0.0354,0.11,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: PROBABLE,PASS,-109,PROBABLE,NBA Official Report,Injury/Illness - Right Knee; Injury Management
7cf633d771671707:points:24.5:over,7cf633d771671707,Michael Porter Jr,points,over,24.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,BKN,PHI,False,,,24.01,0.4924,0.4675,0.503,-0.0468,0.16,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,3,0,2,Teammates OUT: 3,PASS,-117,,,
7cf633d771671707:points:24.5:under,7cf633d771671707,Michael Porter Jr,points,under,24.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,BKN,PHI,False,,,24.01,0.5076,0.5325,0.497,-0.0251,0.16,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,3,0,2,Teammates OUT: 3,PASS,-114,,,
9435460277dc2859:points:13.5:over,9435460277dc2859,Noah Clowney,points,over,13.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,13.5,0.4811,0.5,0.473,-0.0263,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-103,,,
9435460277dc2859:points:13.5:under,9435460277dc2859,Noah Clowney,points,under,13.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,13.5,0.5189,0.5,0.527,-0.0463,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-130,,,
bb592d0b28ccfa79:points:7.5:over,bb592d0b28ccfa79,Danny Wolf,points,over,7.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,7.5,0.5214,0.5,0.5306,-0.0438,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-130,,,
bb592d0b28ccfa79:points:7.5:under,bb592d0b28ccfa79,Danny Wolf,points,under,7.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,7.5,0.4786,0.5,0.4694,-0.0214,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,100,,,
3cfc8bdeebb00461:points:27.5:over,3cfc8bdeebb00461,Tyrese Maxey,points,over,27.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,27.77,0.5222,0.5158,0.5249,-0.0411,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-129,,,
3cfc8bdeebb00461:points:27.5:under,3cfc8bdeebb00461,Tyrese Maxey,points,under,27.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,27.77,0.4778,0.4842,0.4751,-0.032,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-104,,,
2174ee8b379141bc:pra:15.5:over,2174ee8b379141bc,Terance Mann,pra,over,15.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,LAC,,,,,15.19,0.4768,0.4675,0.4808,-0.0377,0.11,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,4,0,0,Teammates OUT: 4; Player status: PROBABLE,PASS,-106,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness
2174ee8b379141bc:pra:15.5:under,2174ee8b379141bc,Terance Mann,pra,under,15.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,LAC,,,,,15.19,0.5232,0.5325,0.5192,-0.0324,0.11,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,4,0,0,Teammates OUT: 4; Player status: PROBABLE,PASS,-125,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness
4ecbd8a26452323a:pra:25.5:over,4ecbd8a26452323a,Nicolas Claxton,pra,over,25.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,25.5,0.4965,0.5,0.495,-0.034,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-113,,,
4ecbd8a26452323a:pra:25.5:under,4ecbd8a26452323a,Nicolas Claxton,pra,under,25.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,25.5,0.5035,0.5,0.505,-0.0378,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-118,,,
232d2c6cb0f702e0:pra:33.5:over,232d2c6cb0f702e0,Joel Embiid,pra,over,33.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,33.84,0.5125,0.5158,0.5111,-0.035,0.11,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: PROBABLE,PASS,-121,PROBABLE,NBA Official Report,Injury/Illness - Right Knee; Injury Management
232d2c6cb0f702e0:pra:33.5:under,232d2c6cb0f702e0,Joel Embiid,pra,under,33.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,33.84,0.4875,0.4842,0.4889,-0.0363,0.11,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: PROBABLE,PASS,-110,PROBABLE,NBA Official Report,Injury/Illness - Right Knee; Injury Management
e8e371aa543245b3:pra:23.5:over,e8e371aa543245b3,VJ Edgecombe,pra,over,23.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,23.73,0.4956,0.5158,0.4869,-0.0259,0.06,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: QUESTIONABLE,PASS,-109,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
e8e371aa543245b3:pra:23.5:under,e8e371aa543245b3,VJ Edgecombe,pra,under,23.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,23.73,0.5044,0.4842,0.5131,-0.0451,0.06,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3; Player status: QUESTIONABLE,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
13241614e2363f7b:pra:16.5:over,13241614e2363f7b,Egor Demin,pra,over,16.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,16.5,0.4834,0.5,0.4762,-0.0288,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-105,,,
13241614e2363f7b:pra:16.5:under,13241614e2363f7b,Egor Demin,pra,under,16.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,16.5,0.5166,0.5,0.5238,-0.0467,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-129,,,
16fd37e29c56d2b2:pra:10.5:over,16fd37e29c56d2b2,Ziaire Williams,pra,over,10.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,10.5,0.4786,0.5,0.4694,-0.0214,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,100,,,
16fd37e29c56d2b2:pra:10.5:under,16fd37e29c56d2b2,Ziaire Williams,pra,under,10.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,,,,,,10.5,0.5214,0.5,0.5306,-0.0438,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-130,,,
7cf633d771671707:pra:36.5:over,7cf633d771671707,Michael Porter Jr,pra,over,36.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,BKN,PHI,False,,,35.77,0.4637,0.4675,0.4621,-0.0313,0.16,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,3,0,2,Teammates OUT: 3,PASS,102,,,
7cf633d771671707:pra:36.5:under,7cf633d771671707,Michael Porter Jr,pra,under,36.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,BKN,PHI,False,,,35.77,0.5363,0.5325,0.5379,-0.04,0.16,LOW,{'pace': 0.98},slow pace,0.0,0.0,0.0,FLAT,,,,3,0,2,Teammates OUT: 3,PASS,-136,,,
3cfc8bdeebb00461:pra:38.5:over,3cfc8bdeebb00461,Tyrese Maxey,pra,over,38.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,38.88,0.5174,0.5158,0.518,-0.0382,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-125,,,
3cfc8bdeebb00461:pra:38.5:under,3cfc8bdeebb00461,Tyrese Maxey,pra,under,38.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,38.88,0.4826,0.4842,0.482,-0.0343,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-107,,,
b5293a12d6b1625b:pra:20.5:over,b5293a12d6b1625b,Quentin Grimes,pra,over,20.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,DAL,,,,,20.5,0.4664,0.5,0.452,-0.019,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,106,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
b5293a12d6b1625b:pra:20.5:under,b5293a12d6b1625b,Quentin Grimes,pra,under,20.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,DAL,,,,,20.5,0.5336,0.5,0.548,-0.0549,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-143,QUESTIONABLE,NBA Official Report,Injury/Illness - N/a; Illness
17c40c7eb7c61bc4:pra:24.5:over,17c40c7eb7c61bc4,Paul George,pra,over,24.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,24.75,0.5103,0.5158,0.508,-0.0351,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-120,,,
17c40c7eb7c61bc4:pra:24.5:under,17c40c7eb7c61bc4,Paul George,pra,under,24.5,7f3e47eb90701b1603802828cc5ea7a5,PHI,BKN,2025-12-24 00:10:00+00:00,PHI,BKN,True,,,24.75,0.4897,0.4842,0.492,-0.0386,0.16,LOW,{'home': 1.01},home,0.0,0.0,0.0,FLAT,,,,2,3,1,Teammates OUT: 2; Teammates Q: 3,PASS,-112,,,
