prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,usage_expectation,pick,odds,injury_status,injury_source,injury_detail,market_over_odds,market_prob,market_under_odds,reason
0cf3e771ba869499:points:20.5:over,0cf3e771ba869499,C.J. McCollum,points,over,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,3,False,19.64,0.3934,0.4557,0.3666,0.0012,0.2133,LOW,"{'minutes_trend': 1.0745, 'usage_trend': 0.9235, 'rest': 1.02}","minutes trend, usage trend, extra rest",19.8,19.8,20.866666666666667,DOWN,0.5,0.4,-1,0,0,0,Usage down,PASS,155,,,,,,,
0cf3e771ba869499:points:20.5:under,0cf3e771ba869499,C.J. McCollum,points,under,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,3,False,19.64,0.6066,0.5443,0.6334,-0.0708,0.2133,LOW,"{'minutes_trend': 1.0745, 'usage_trend': 0.9235, 'rest': 1.02}","minutes trend, usage trend, extra rest",19.8,19.8,20.866666666666667,DOWN,0.5,0.6,1,0,0,0,Usage down,PASS,-210,,,,,,,
0cf3e771ba869499:points:21.5:over,0cf3e771ba869499,C.J. McCollum,points,over,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,3,False,19.64,0.3477,0.4048,0.3232,0.0028,0.3047,LOW,"{'minutes_trend': 1.0745, 'usage_trend': 0.9235, 'rest': 1.02}","minutes trend, usage trend, extra rest",19.8,19.8,20.866666666666667,DOWN,0.5,0.4,-1,0,0,0,Usage down,PASS,190,,,,,,,
0cf3e771ba869499:points:21.5:under,0cf3e771ba869499,C.J. McCollum,points,under,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,3,False,19.64,0.6523,0.5952,0.6768,-0.0699,0.3047,LOW,"{'minutes_trend': 1.0745, 'usage_trend': 0.9235, 'rest': 1.02}","minutes trend, usage trend, extra rest",19.8,19.8,20.866666666666667,DOWN,0.5,0.6,1,0,0,0,Usage down,PASS,-260,,,,,,,
440168766d15343b:points:15.5:over,440168766d15343b,Kon Knueppel,points,over,15.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,15.5,0.6071,0.5,0.653,-0.0899,0.1714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-230,,,,,,,
440168766d15343b:points:15.5:under,440168766d15343b,Kon Knueppel,points,under,15.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,15.5,0.3929,0.5,0.347,0.0225,0.1714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,170,,,,,,,
440168766d15343b:points:16.5:over,440168766d15343b,Kon Knueppel,points,over,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,16.5,0.5712,0.5,0.6017,-0.0717,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-180,,,,,,,
440168766d15343b:points:16.5:under,440168766d15343b,Kon Knueppel,points,under,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,16.5,0.4288,0.5,0.3983,0.0033,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,135,,,,,,,
440168766d15343b:points:17.5:over,440168766d15343b,Kon Knueppel,points,over,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,17.5,0.5286,0.5,0.5408,-0.0459,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-135,,,,,,,
440168766d15343b:points:17.5:under,440168766d15343b,Kon Knueppel,points,under,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,17.5,0.4714,0.5,0.4592,-0.0164,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,105,,,,,,,
440168766d15343b:points:20.5:over,440168766d15343b,Kon Knueppel,points,over,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,20.5,0.5056,0.5,0.508,-0.0399,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-120,,,,,,,
440168766d15343b:points:20.5:under,440168766d15343b,Kon Knueppel,points,under,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,20.5,0.4944,0.5,0.492,-0.0339,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-112,,,,,,,
440168766d15343b:points:21.5:over,440168766d15343b,Kon Knueppel,points,over,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,21.5,0.4683,0.5,0.4547,-0.0195,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,105,,,,,,,
440168766d15343b:points:21.5:under,440168766d15343b,Kon Knueppel,points,under,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,21.5,0.5317,0.5,0.5453,-0.0533,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-141,,,,,,,
62f552904dd61737:points:12.5:over,62f552904dd61737,Kyshawn George,points,over,12.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,12.5,0.6071,0.5,0.653,-0.0899,0.1714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-230,,,,,,,
62f552904dd61737:points:12.5:under,62f552904dd61737,Kyshawn George,points,under,12.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,12.5,0.3929,0.5,0.347,0.0225,0.1714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,170,,,,,,,
62f552904dd61737:points:13.5:over,62f552904dd61737,Kyshawn George,points,over,13.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,13.5,0.5641,0.5,0.5915,-0.0656,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-170,,,,,,,
62f552904dd61737:points:13.5:under,62f552904dd61737,Kyshawn George,points,under,13.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,13.5,0.4359,0.5,0.4085,0.0011,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,130,,,,,,,
62f552904dd61737:points:14.5:over,62f552904dd61737,Kyshawn George,points,over,14.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,14.5,0.5377,0.5,0.5538,-0.0591,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-148,,,,,,,
62f552904dd61737:points:14.5:under,62f552904dd61737,Kyshawn George,points,under,14.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,14.5,0.4623,0.5,0.4462,-0.0184,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,108,,,,,,,
62f552904dd61737:points:16.5:over,62f552904dd61737,Kyshawn George,points,over,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,16.5,0.4489,0.5,0.427,-0.0119,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,117,,,,,,,
62f552904dd61737:points:16.5:under,62f552904dd61737,Kyshawn George,points,under,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,16.5,0.5511,0.5,0.573,-0.0672,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-162,,,,,,,
62f552904dd61737:points:17.5:over,62f552904dd61737,Kyshawn George,points,over,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,17.5,0.4023,0.5,0.3604,0.0177,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,160,,,,,,,
62f552904dd61737:points:17.5:under,62f552904dd61737,Kyshawn George,points,under,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,17.5,0.5977,0.5,0.6396,-0.0848,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-215,,,,,,,
62f552904dd61737:points:18.5:over,62f552904dd61737,Kyshawn George,points,over,18.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,18.5,0.3688,0.5,0.3125,0.0354,0.21,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,200,,,,,,,
62f552904dd61737:points:18.5:under,62f552904dd61737,Kyshawn George,points,under,18.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,18.5,0.6312,0.5,0.6875,-0.1021,0.21,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-275,,,,,,,
a7dee1eef19c56f4:points:15.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,15.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,16.12,0.6497,0.5616,0.6875,-0.0836,0.2396,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-275,,,,,,,
a7dee1eef19c56f4:points:15.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,15.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,16.12,0.3503,0.4384,0.3125,0.0169,0.2396,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,200,,,,,,,
a7dee1eef19c56f4:points:16.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,17.16,0.606,0.5616,0.625,-0.0607,0.1696,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-200,,,,,,,
a7dee1eef19c56f4:points:16.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,17.16,0.394,0.4384,0.375,-0.006,0.1696,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,150,,,,,,,
a7dee1eef19c56f4:points:17.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,18.21,0.5711,0.5616,0.5752,-0.0443,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-160,,,,,,,
a7dee1eef19c56f4:points:17.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,18.21,0.4289,0.4384,0.4248,-0.0256,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,120,,,,,,,
a7dee1eef19c56f4:points:20.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,21.33,0.4639,0.5616,0.422,0.0093,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,120,,,,,,,
a7dee1eef19c56f4:points:20.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,20.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,21.33,0.5361,0.4384,0.578,-0.0865,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-165,,,,,,,
a7dee1eef19c56f4:points:21.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,22.37,0.4251,0.5616,0.3666,0.033,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,155,,,,,,,
a7dee1eef19c56f4:points:21.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,22.37,0.5749,0.4384,0.6334,-0.1025,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-210,,,,,,,
a7dee1eef19c56f4:points:22.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,22.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,23.41,0.3947,0.5616,0.3232,0.0499,0.1685,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,190,,,,,,,
a7dee1eef19c56f4:points:22.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,22.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,23.41,0.6053,0.4384,0.6768,-0.1169,0.1685,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-260,,,,,,,
2a4f649870db0148:points:16.5:over,2a4f649870db0148,Miles Bridges,points,over,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,17.16,0.6256,0.5616,0.653,-0.0714,0.2009,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-230,,,,,,,
2a4f649870db0148:points:16.5:under,2a4f649870db0148,Miles Bridges,points,under,16.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,17.16,0.3744,0.4384,0.347,0.0041,0.2009,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,170,,,,,,,
2a4f649870db0148:points:17.5:over,2a4f649870db0148,Miles Bridges,points,over,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,18.21,0.5897,0.5616,0.6017,-0.0532,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-180,,,,,,,
2a4f649870db0148:points:17.5:under,2a4f649870db0148,Miles Bridges,points,under,17.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,18.21,0.4103,0.4384,0.3983,-0.0152,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,135,,,,,,,
2a4f649870db0148:points:18.5:over,2a4f649870db0148,Miles Bridges,points,over,18.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,19.25,0.547,0.5616,0.5408,-0.0274,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-135,,,,,,,
2a4f649870db0148:points:18.5:under,2a4f649870db0148,Miles Bridges,points,under,18.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,19.25,0.453,0.4384,0.4592,-0.0348,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,105,,,,,,,
2a4f649870db0148:points:21.5:over,2a4f649870db0148,Miles Bridges,points,over,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,22.37,0.4959,0.5616,0.4677,-0.0041,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,100,,,,,,,
2a4f649870db0148:points:21.5:under,2a4f649870db0148,Miles Bridges,points,under,21.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,22.37,0.5041,0.4384,0.5323,-0.0649,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-132,,,,,,,
2a4f649870db0148:points:22.5:over,2a4f649870db0148,Miles Bridges,points,over,22.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,23.41,0.4114,0.5616,0.347,0.041,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,170,,,,,,,
2a4f649870db0148:points:22.5:under,2a4f649870db0148,Miles Bridges,points,under,22.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,23.41,0.5886,0.4384,0.653,-0.1083,0.16,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-230,,,,,,,
2a4f649870db0148:points:23.5:over,2a4f649870db0148,Miles Bridges,points,over,23.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,24.45,0.3803,0.5616,0.3026,0.0577,0.1916,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,210,,,,,,,
2a4f649870db0148:points:23.5:under,2a4f649870db0148,Miles Bridges,points,under,23.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,CHA,WAS,True,,,24.45,0.6197,0.4384,0.6974,-0.1239,0.1916,LOW,"{'home': 1.01, 'opp_def': 1.03}","home, soft defense",0.0,0.0,0.0,FLAT,,,,2,1,2,Teammates OUT: 2; Teammates Q: 1,PASS,-290,,,,,,,
b08b695cba57a107:points:6.5:over,b08b695cba57a107,Ryan Kalkbrenner,points,over,6.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,6.5,0.6019,0.5,0.6456,-0.0856,0.0631,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-220,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
b08b695cba57a107:points:6.5:under,b08b695cba57a107,Ryan Kalkbrenner,points,under,6.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,6.5,0.3981,0.5,0.3544,0.0207,0.0631,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,165,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
b08b695cba57a107:points:9.5:over,b08b695cba57a107,Ryan Kalkbrenner,points,over,9.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,9.5,0.4359,0.5,0.4085,0.0011,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,130,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
b08b695cba57a107:points:9.5:under,b08b695cba57a107,Ryan Kalkbrenner,points,under,9.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,9.5,0.5641,0.5,0.5915,-0.0656,0.06,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-170,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
b08b695cba57a107:points:10.5:over,b08b695cba57a107,Ryan Kalkbrenner,points,over,10.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,10.5,0.3929,0.5,0.347,0.0225,0.0714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,170,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
b08b695cba57a107:points:10.5:under,b08b695cba57a107,Ryan Kalkbrenner,points,under,10.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,10.5,0.6071,0.5,0.653,-0.0899,0.0714,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,Player status: QUESTIONABLE,PASS,-230,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain,,,,
c48db2414d62538d:points:8.5:over,c48db2414d62538d,Tre Johnson,points,over,8.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,8.5,0.6019,0.5,0.6456,-0.0856,0.1631,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-220,,,,,,,
c48db2414d62538d:points:8.5:under,c48db2414d62538d,Tre Johnson,points,under,8.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,8.5,0.3981,0.5,0.3544,0.0207,0.1631,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,165,,,,,,,
c48db2414d62538d:points:9.5:over,c48db2414d62538d,Tre Johnson,points,over,9.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,9.5,0.5526,0.5,0.5752,-0.0628,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-160,,,,,,,
c48db2414d62538d:points:9.5:under,c48db2414d62538d,Tre Johnson,points,under,9.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,9.5,0.4474,0.5,0.4248,-0.0072,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,120,,,,,,,
c48db2414d62538d:points:11.5:over,c48db2414d62538d,Tre Johnson,points,over,11.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,11.5,0.4557,0.5,0.4367,-0.0094,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,115,,,,,,,
c48db2414d62538d:points:11.5:under,c48db2414d62538d,Tre Johnson,points,under,11.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,11.5,0.5443,0.5,0.5633,-0.0557,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-150,,,,,,,
c48db2414d62538d:points:12.5:over,c48db2414d62538d,Tre Johnson,points,over,12.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,12.5,0.4067,0.5,0.3666,0.0145,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,155,,,,,,,
c48db2414d62538d:points:12.5:under,c48db2414d62538d,Tre Johnson,points,under,12.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,12.5,0.5933,0.5,0.6334,-0.0841,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-210,,,,,,,
c48db2414d62538d:points:13.5:over,c48db2414d62538d,Tre Johnson,points,over,13.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,13.5,0.3688,0.5,0.3125,0.0354,0.21,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,200,,,,,,,
c48db2414d62538d:points:13.5:under,c48db2414d62538d,Tre Johnson,points,under,13.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,13.5,0.6312,0.5,0.6875,-0.1021,0.21,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-275,,,,,,,
9f2adc9f09c6144d:points:5.5:over,9f2adc9f09c6144d,Tre Mann,points,over,5.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,5.5,0.5933,0.5,0.6334,-0.0841,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-210,,,,,,,
9f2adc9f09c6144d:points:5.5:under,9f2adc9f09c6144d,Tre Mann,points,under,5.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,5.5,0.4067,0.5,0.3666,0.0145,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,155,,,,,,,
9f2adc9f09c6144d:points:6.5:over,9f2adc9f09c6144d,Tre Mann,points,over,6.5,27f523bb13b709279a0c31dbfa2e2006,CHA,WAS,2025-12-24T00:10:00Z,,,,,,6.5,0.5286,0.5,0.5408,-0.0459,0.16,LOW,,,0.0,0.0,0.0,FLAT,,,,0,0,0,,PASS,-135,,,,,,,
