prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,expected_usage_factor,expected_usage_notes,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,market_over_odds,market_prob,market_under_odds
e3ae9d94a2714cb0:pra:15.5:under,e3ae9d94a2714cb0,Anfernee Simons,pra,under,15.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,17.92,0.4638,0.2912,0.3891,0.4958,-0.0622,0.2218,LOW,"{'minutes_trend': 1.0634, 'usage_trend': 0.9984, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace",13.8,15.8,17.0,DOWN,4.391911757866827,0.4,0.4,1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,-111,0.061,0.0315,0.372,1.05,1.0,0.2833,-150,150,-120,120,0.65,,pra,0.507397,0.241351,,,,1766783875.174922,odds_api,,,
195708c325c4c735:pra:42.5:over,195708c325c4c735,Jaylen Brown,pra,over,42.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,44.96,0.5137,0.686,0.5894,0.4812,0.0039,0.2,LOW,"{'minutes_trend': 1.0038, 'usage_trend': 0.9593, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace",43.2,45.6,43.86666666666667,DOWN,5.081557066709201,0.7,0.6,-1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,-104,0.0594,0.0284,0.348,1.05,0.9,0.1196,-150,150,-120,120,0.65,,pra,0.507397,0.241351,,,,1766783875.174922,odds_api,,,
195708c325c4c735:pra:42.5:under,195708c325c4c735,Jaylen Brown,pra,under,42.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,44.96,0.4833,0.314,0.4007,0.5188,-0.0662,0.2,LOW,"{'minutes_trend': 1.0038, 'usage_trend': 0.9593, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace",43.2,45.6,43.86666666666667,DOWN,5.081557066709201,0.3,0.4,1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,-122,0.0594,0.0284,0.348,1.05,0.9,0.1196,-150,150,-120,120,0.65,,pra,0.507397,0.241351,,,,1766783875.174922,odds_api,,,
0149249a4eb6cf3f:rebounds:6.5:over,0149249a4eb6cf3f,Pascal Siakam,rebounds,over,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,6.29,0.4583,0.4608,0.4382,0.4669,-0.0367,0.2,LOW,"{'minutes_trend': 1.012, 'usage_trend': 0.888, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",6.0,6.0,6.733333333333333,DOWN,2.160246899469287,0.3,0.4666666666666667,1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Usage down; Teammates OUT: 5,1.0,,PASS,102,0.0603,0.0308,0.3672,0.95,1.08,0.3323,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
0149249a4eb6cf3f:rebounds:6.5:under,0149249a4eb6cf3f,Pascal Siakam,rebounds,under,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,6.29,0.5117,0.5392,0.4618,0.5331,-0.0535,0.2,LOW,"{'minutes_trend': 1.012, 'usage_trend': 0.888, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",6.0,6.0,6.733333333333333,DOWN,2.160246899469287,0.7,0.5333333333333333,-1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Usage down; Teammates OUT: 5,1.0,,PASS,-130,0.0603,0.0308,0.3672,0.95,1.08,0.3323,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
0c0d789e7aeaacdf:rebounds:3.5:over,0c0d789e7aeaacdf,Jarace Walker,rebounds,over,3.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,4,False,4.14,0.4355,0.6453,0.4936,0.4106,0.0007,0.184,LOW,"{'minutes_trend': 0.9, 'usage_trend': 1.15, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",3.4,3.6,4.266666666666667,DOWN,1.7126976771553506,0.4,0.5333333333333333,-1,0,0,0,,,,Usage up,1.0,,PASS,130,0.0588,0.0328,0.384,0.95,1.15,0.4893,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
0c0d789e7aeaacdf:rebounds:3.5:under,0c0d789e7aeaacdf,Jarace Walker,rebounds,under,3.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,4,False,,,,,,0.0,0.0,,,,3.4,3.6,4.266666666666667,DOWN,1.7126976771553506,,,,0,0,0,,,,,1.0,,PASS,-166,,,,,,,-150,150,-120,120,0.65,ODDS_OUT_OF_RANGE,,,,,,,1766783875.174922,odds_api,130,0.5893794380981784,-166
c29cbd55ca2a2752:rebounds:8.5:over,c29cbd55ca2a2752,Neemias Queta,rebounds,over,8.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,7.27,0.4451,0.389,0.4167,0.4572,-0.0404,0.17,LOW,"{'minutes_trend': 1.0431, 'usage_trend': 0.8849, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",6.6,7.8,7.733333333333333,DOWN,4.366539438350084,0.3,0.3333333333333333,-4,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Usage down; Teammates OUT: 5,1.0,,PASS,106,0.0617,0.0328,0.384,0.95,1.15,0.5137,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
c29cbd55ca2a2752:rebounds:8.5:under,c29cbd55ca2a2752,Neemias Queta,rebounds,under,8.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,7.27,0.5249,0.611,0.4833,0.5428,-0.0513,0.17,LOW,"{'minutes_trend': 1.0431, 'usage_trend': 0.8849, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",6.6,7.8,7.733333333333333,DOWN,4.366539438350084,0.7,0.6666666666666666,4,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Usage down; Teammates OUT: 5,1.0,,PASS,-136,0.0617,0.0328,0.384,0.95,1.15,0.5137,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
a168fb201860affc:rebounds:6.5:over,a168fb201860affc,Bennedict Mathurin,rebounds,over,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,5.96,0.4162,0.3797,0.4139,0.4171,-0.0263,0.2,LOW,"{'minutes_trend': 1.0244, 'usage_trend': 0.874, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home",6.2,5.8,5.333333333333333,UP,1.7511900715418263,0.3,0.26666666666666666,-1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Usage down; Teammates OUT: 5,1.0,,PASS,126,0.0608,0.0285,0.348,0.95,1.0,0.2694,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
a168fb201860affc:rebounds:6.5:under,a168fb201860affc,Bennedict Mathurin,rebounds,under,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,,,,,,0.0,0.0,,,,6.2,5.8,5.333333333333333,UP,1.7511900715418263,,,,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,,1.0,,PASS,-162,,,,,,,-150,150,-120,120,0.65,ODDS_OUT_OF_RANGE,,,,,,,1766783875.174922,odds_api,126,0.5828822517990193,-162
1bd6dfe5605cb7aa:rebounds:4.5:over,1bd6dfe5605cb7aa,Hugo Gonzalez,rebounds,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,5,False,5.67,0.5064,0.624,0.4872,0.5146,-0.0391,0.17,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",7.4,5.0,3.7333333333333334,UP,3.711842908553348,0.6,0.4,4,0,0,0,,,,Usage down,1.0,,PASS,-120,0.06,0.0328,0.384,0.95,1.15,0.8249,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
1bd6dfe5605cb7aa:rebounds:4.5:under,1bd6dfe5605cb7aa,Hugo Gonzalez,rebounds,under,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,5,False,5.67,0.4636,0.376,0.4128,0.4854,-0.0509,0.17,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",7.4,5.0,3.7333333333333334,UP,3.711842908553348,0.4,0.6,-4,0,0,0,,,,Usage down,1.0,,PASS,-106,0.06,0.0328,0.384,0.95,1.15,0.8249,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
2c32eb67b1d23b03:rebounds:4.5:over,2c32eb67b1d23b03,Jordan Walsh,rebounds,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,7,False,5.98,0.5495,0.7254,0.5176,0.5631,-0.0473,0.17,LOW,"{'minutes_trend': 0.9123, 'usage_trend': 1.1201, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",6.2,6.1,5.666666666666667,UP,2.4698178070456938,0.7,0.6666666666666666,-1,0,0,0,,,,Usage up; Player status: AVAILABLE,1.0,,PASS,-148,0.0597,0.0328,0.384,0.95,1.15,0.5488,-150,150,-120,120,0.65,,rebounds,0.3,0.3,AVAILABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid,1766783875.174922,odds_api,,,
2c32eb67b1d23b03:rebounds:4.5:under,2c32eb67b1d23b03,Jordan Walsh,rebounds,under,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,7,False,5.98,0.4205,0.2746,0.3824,0.4369,-0.0424,0.2,LOW,"{'minutes_trend': 0.9123, 'usage_trend': 1.1201, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",6.2,6.1,5.666666666666667,UP,2.4698178070456938,0.3,0.3333333333333333,1,0,0,0,,,,Usage up; Player status: AVAILABLE,1.0,,PASS,116,0.0597,0.0328,0.384,0.95,1.15,0.5488,-150,150,-120,120,0.65,,rebounds,0.3,0.3,AVAILABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid,1766783875.174922,odds_api,,,
8266cd61c58c9517:rebounds:4.5:over,8266cd61c58c9517,Payton Pritchard,rebounds,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,4.73,0.4552,0.5622,0.4687,0.4494,-0.021,0.2,LOW,"{'minutes_trend': 0.9919, 'usage_trend': 0.961, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace",4.6,4.2,4.666666666666667,FLAT,1.4757295747452437,0.3,0.4666666666666667,-1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,110,0.0595,0.0308,0.3672,0.95,1.08,0.3279,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
8266cd61c58c9517:rebounds:4.5:under,8266cd61c58c9517,Payton Pritchard,rebounds,under,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,4.73,0.5148,0.4378,0.4313,0.5506,-0.0685,0.2,LOW,"{'minutes_trend': 0.9919, 'usage_trend': 0.961, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace",4.6,4.2,4.666666666666667,FLAT,1.4757295747452437,0.7,0.5333333333333333,1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,-140,0.0595,0.0308,0.3672,0.95,1.08,0.3279,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
54ada52701661023:rebounds:2.5:over,54ada52701661023,Andrew Nembhard,rebounds,over,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,2.45,0.4907,0.4819,0.4446,0.5104,-0.0506,0.184,LOW,"{'minutes_trend': 0.9859, 'usage_trend': 1.0049, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",2.2,2.9,2.533333333333333,FLAT,1.1972189997378648,0.6,0.4666666666666667,1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,PASS,-118,0.0605,0.0328,0.384,0.95,1.15,0.4789,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
54ada52701661023:rebounds:2.5:under,54ada52701661023,Andrew Nembhard,rebounds,under,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,2.45,0.4793,0.5181,0.4554,0.4896,-0.0399,0.184,LOW,"{'minutes_trend': 0.9859, 'usage_trend': 1.0049, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",2.2,2.9,2.533333333333333,FLAT,1.1972189997378648,0.4,0.5333333333333333,-1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,PASS,-108,0.0605,0.0328,0.384,0.95,1.15,0.4789,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
e3ae9d94a2714cb0:rebounds:2.5:over,e3ae9d94a2714cb0,Anfernee Simons,rebounds,over,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,1.98,0.3891,0.3731,0.4119,0.3793,-0.0141,0.17,LOW,"{'minutes_trend': 1.0634, 'usage_trend': 0.9984, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",1.4,1.8,2.1333333333333333,DOWN,1.6193277068654826,0.4,0.4666666666666667,-1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,148,0.0631,0.0328,0.384,0.95,1.15,0.6477,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
e3ae9d94a2714cb0:rebounds:2.5:under,e3ae9d94a2714cb0,Anfernee Simons,rebounds,under,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,,,,,,0.0,0.0,,,,1.4,1.8,2.1333333333333333,DOWN,1.6193277068654826,,,,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,,1.0,,PASS,-194,,,,,,,-150,150,-120,120,0.65,ODDS_OUT_OF_RANGE,,,,,,,1766783875.174922,odds_api,148,0.6207038910104242,-194
d37bbae8653cdb2b:rebounds:2.5:over,d37bbae8653cdb2b,T.J. McConnell,rebounds,over,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,3.66,0.544,0.7918,0.5375,0.5467,-0.0359,0.17,LOW,"{'minutes_trend': 1.0152, 'usage_trend': 1.046, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",3.4,2.6,3.1333333333333333,FLAT,1.4298407059684812,0.5,0.6,-1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,PASS,-138,0.0606,0.0328,0.384,0.95,1.15,0.5719,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
d37bbae8653cdb2b:rebounds:2.5:under,d37bbae8653cdb2b,T.J. McConnell,rebounds,under,2.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,3.66,0.426,0.2082,0.3625,0.4533,-0.0547,0.2338,LOW,"{'minutes_trend': 1.0152, 'usage_trend': 1.046, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",3.4,2.6,3.1333333333333333,FLAT,1.4298407059684812,0.5,0.4,1,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,1.0,,PASS,108,0.0606,0.0328,0.384,0.95,1.15,0.5719,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
195708c325c4c735:rebounds:6.5:over,195708c325c4c735,Jaylen Brown,rebounds,over,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,7.45,0.53,0.6368,0.491,0.5467,-0.0498,0.184,LOW,"{'minutes_trend': 1.0038, 'usage_trend': 0.9593, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",7.4,7.7,7.466666666666667,FLAT,2.7100635498903793,0.7,0.6,3,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,-138,0.0606,0.0328,0.384,0.95,1.15,0.4169,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
195708c325c4c735:rebounds:6.5:under,195708c325c4c735,Jaylen Brown,rebounds,under,6.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,7.45,0.44,0.3632,0.409,0.4533,-0.0408,0.184,LOW,"{'minutes_trend': 1.0038, 'usage_trend': 0.9593, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",7.4,7.7,7.466666666666667,FLAT,2.7100635498903793,0.3,0.4,-3,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,1.0,,PASS,108,0.0606,0.0328,0.384,0.95,1.15,0.4169,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
56366070652c315d:rebounds:4.5:over,56366070652c315d,Derrick White,rebounds,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,5.18,0.4771,0.6374,0.4912,0.4711,-0.0229,0.184,LOW,"{'minutes_trend': 1.0, 'usage_trend': 1.056, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",4.6,4.2,4.6,FLAT,1.9321835661585918,0.6,0.6666666666666666,4,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Usage up; Teammates OUT: 5,1.0,,PASS,100,0.0614,0.0328,0.384,0.95,1.15,0.4294,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
56366070652c315d:rebounds:4.5:under,56366070652c315d,Derrick White,rebounds,under,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,5.18,0.4929,0.3626,0.4088,0.5289,-0.0685,0.184,LOW,"{'minutes_trend': 1.0, 'usage_trend': 1.056, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, high variance",4.6,4.2,4.6,FLAT,1.9321835661585918,0.4,0.3333333333333333,-4,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Usage up; Teammates OUT: 5,1.0,,PASS,-128,0.0614,0.0328,0.384,0.95,1.15,0.4294,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
a951bcf5a0035036:rebounds:5.5:over,a951bcf5a0035036,Jay Huff,rebounds,over,5.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,4,False,5.61,0.4285,0.5174,0.4552,0.4171,-0.0139,0.184,LOW,"{'minutes_trend': 0.9167, 'usage_trend': 1.0921, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",6.4,5.1,5.266666666666667,UP,2.5144029554194813,0.4,0.4666666666666667,1,0,0,0,,,,Usage up,1.0,,PASS,126,0.0608,0.0328,0.384,0.95,1.15,0.4572,-150,150,-120,120,0.65,,rebounds,0.3,0.3,,,,1766783875.174922,odds_api,,,
a951bcf5a0035036:rebounds:5.5:under,a951bcf5a0035036,Jay Huff,rebounds,under,5.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,,,,4,False,,,,,,0.0,0.0,,,,6.4,5.1,5.266666666666667,UP,2.5144029554194813,,,,0,0,0,,,,,1.0,,PASS,-162,,,,,,,-150,150,-120,120,0.65,ODDS_OUT_OF_RANGE,,,,,,,1766783875.174922,odds_api,126,0.5828822517990193,-162
56366070652c315d:steals:1.5:over,56366070652c315d,Derrick White,steals,over,1.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,,,,,,0.0,0.0,,,,0.2,0.3,0.7333333333333333,DOWN,0.4830458915396479,,,,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,,1.0,,PASS,194,,,,,,,-150,150,-120,120,0.65,EXCLUDED_PROP_TYPE,,,,,,,1766783875.174922,odds_api,194,0.31792404193160334,-270
