prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,pick,odds,injury_status,injury_source,injury_detail
220e544c0e1716ed:assists:5.5:under,220e544c0e1716ed,Donovan Mitchell,assists,under,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,5.81,0.4479,0.4393,0.4677,-0.0521,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,100,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
a7dee1eef19c56f4:assists:7.5:over,a7dee1eef19c56f4,LaMelo Ball,assists,over,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,7.5,0.4991,0.5,0.497,-0.0336,0.11,LOW,,,PASS,-114,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:assists:7.5:under,a7dee1eef19c56f4,LaMelo Ball,assists,under,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,7.5,0.5009,0.5,0.503,-0.0383,0.11,LOW,,,PASS,-117,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
b08b695cba57a107:points:7.5:over,b08b695cba57a107,Ryan Kalkbrenner,points,over,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,7.5,0.4943,0.5,0.4808,-0.0203,0.06,LOW,,,PASS,-106,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
b08b695cba57a107:points:7.5:under,b08b695cba57a107,Ryan Kalkbrenner,points,under,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,7.5,0.5057,0.5,0.5192,-0.0498,0.06,LOW,,,PASS,-125,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
e300be223d9124fe:points:5.5:over,e300be223d9124fe,Sion James,points,over,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,5.5,0.4925,0.5,0.4751,-0.0173,0.16,LOW,,,PASS,-104,,,
e300be223d9124fe:points:5.5:under,e300be223d9124fe,Sion James,points,under,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,5.5,0.5075,0.5,0.5249,-0.0558,0.16,LOW,,,PASS,-129,,,
0fcc97fb82556cb2:points:13.5:over,0fcc97fb82556cb2,Jaylon Tyson,points,over,13.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,13.63,0.5159,0.5158,0.516,-0.0377,0.16,LOW,{'home': 1.01},home,PASS,-124,,,
0fcc97fb82556cb2:points:13.5:under,0fcc97fb82556cb2,Jaylon Tyson,points,under,13.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,13.63,0.4841,0.4842,0.484,-0.0351,0.16,LOW,{'home': 1.01},home,PASS,-108,,,
0aa082da5aeeb340:points:6.5:over,0aa082da5aeeb340,Moussa Diabate,points,over,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.5105,0.5,0.5351,-0.0621,0.16,LOW,,,PASS,-134,,,
0aa082da5aeeb340:points:6.5:under,0aa082da5aeeb340,Moussa Diabate,points,under,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.4895,0.5,0.4649,-0.008,0.16,LOW,,,PASS,101,,,
ada18546837dac41:points:15.5:over,ada18546837dac41,Jarrett Allen,points,over,15.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,15.65,0.5068,0.5158,0.4858,-0.0124,0.16,LOW,{'home': 1.01},home,PASS,-108,,,
ada18546837dac41:points:15.5:under,ada18546837dac41,Jarrett Allen,points,under,15.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,15.65,0.4932,0.4842,0.5142,-0.0564,0.16,LOW,{'home': 1.01},home,PASS,-122,,,
335aba9590921564:points:6.5:over,335aba9590921564,Lonzo Ball,points,over,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.497,0.5,0.49,-0.0291,0.16,LOW,,,PASS,-111,,,
335aba9590921564:points:6.5:under,335aba9590921564,Lonzo Ball,points,under,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.503,0.5,0.51,-0.0445,0.16,LOW,,,PASS,-121,,,
d6fa084d1a037f96:points:13.5:over,d6fa084d1a037f96,De'Andre Hunter,points,over,13.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,ATL,,,4,False,11.66,0.3578,0.3127,0.4632,-0.1348,0.2843,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,103,,,
d6fa084d1a037f96:points:13.5:under,d6fa084d1a037f96,De'Andre Hunter,points,under,13.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,ATL,,,4,False,11.66,0.6422,0.6873,0.5368,0.0713,0.2843,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-133,,,
220e544c0e1716ed:points:30.5:over,220e544c0e1716ed,Donovan Mitchell,points,over,30.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,32.93,0.551,0.5859,0.4694,0.051,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,100,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:points:30.5:under,220e544c0e1716ed,Donovan Mitchell,points,under,30.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,32.93,0.449,0.4141,0.5306,-0.1162,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-130,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
1632dad36b5e936c:points:6.5:over,1632dad36b5e936c,Dean Wade,points,over,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,4.73,0.3995,0.3552,0.503,-0.1396,0.2009,LOW,"{'minutes_trend': 1.0449, 'usage_trend': 0.9025, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-117,,,
1632dad36b5e936c:points:6.5:under,1632dad36b5e936c,Dean Wade,points,under,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,4.73,0.6005,0.6448,0.497,0.0677,0.2009,LOW,"{'minutes_trend': 1.0449, 'usage_trend': 0.9025, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-114,,,
facb6803046eab5c:points:19.5:over,facb6803046eab5c,Brandon Miller,points,over,19.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,3,False,22.59,0.628,0.6842,0.497,0.0953,0.256,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-114,,,
facb6803046eab5c:points:19.5:under,facb6803046eab5c,Brandon Miller,points,under,19.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,3,False,22.59,0.372,0.3158,0.503,-0.1672,0.256,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-117,,,
9ea8ae204f976e4e:points:7.5:over,9ea8ae204f976e4e,Sam Merrill,points,over,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,7.5,0.4952,0.5,0.484,-0.024,0.11,LOW,,,PASS,-108,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
9ea8ae204f976e4e:points:7.5:under,9ea8ae204f976e4e,Sam Merrill,points,under,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,7.5,0.5048,0.5,0.516,-0.0488,0.11,LOW,,,PASS,-124,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
440168766d15343b:points:18.5:over,440168766d15343b,Kon Knueppel,points,over,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,18.5,0.5024,0.5,0.508,-0.0431,0.16,LOW,,,PASS,-120,,,
440168766d15343b:points:18.5:under,440168766d15343b,Kon Knueppel,points,under,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,18.5,0.4976,0.5,0.492,-0.0307,0.16,LOW,,,PASS,-112,,,
2a4f649870db0148:points:18.5:over,2a4f649870db0148,Miles Bridges,points,over,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,18.5,0.4991,0.5,0.497,-0.0336,0.16,LOW,,,PASS,-114,,,
2a4f649870db0148:points:18.5:under,2a4f649870db0148,Miles Bridges,points,under,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,18.5,0.5009,0.5,0.503,-0.0383,0.16,LOW,,,PASS,-117,,,
8a59c926ad0214ec:points:20.5:over,8a59c926ad0214ec,Darius Garland,points,over,20.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,25.46,0.6613,0.7235,0.516,0.1077,0.3226,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-124,,,
8a59c926ad0214ec:points:20.5:under,8a59c926ad0214ec,Darius Garland,points,under,20.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,25.46,0.3387,0.2765,0.484,-0.1805,0.3226,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-108,,,
a7dee1eef19c56f4:points:19.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,19.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,19.5,0.5024,0.5,0.508,-0.0431,0.11,LOW,,,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:points:19.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,19.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,19.5,0.4976,0.5,0.492,-0.0307,0.11,LOW,,,PASS,-112,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
facb6803046eab5c:pra:27.5:over,facb6803046eab5c,Brandon Miller,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,3,False,34.47,0.6886,0.765,0.5103,0.1452,0.3771,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-119,,,
facb6803046eab5c:pra:27.5:under,facb6803046eab5c,Brandon Miller,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,3,False,34.47,0.3114,0.235,0.4897,-0.2101,0.3771,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-109,,,
0fcc97fb82556cb2:pra:22.5:over,0fcc97fb82556cb2,Jaylon Tyson,pra,over,22.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,22.73,0.5074,0.5158,0.4877,-0.0119,0.16,LOW,{'home': 1.01},home,PASS,-108,,,
0fcc97fb82556cb2:pra:22.5:under,0fcc97fb82556cb2,Jaylon Tyson,pra,under,22.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,22.73,0.4926,0.4842,0.5123,-0.0528,0.16,LOW,{'home': 1.01},home,PASS,-120,,,
220e544c0e1716ed:pra:40.5:over,220e544c0e1716ed,Donovan Mitchell,pra,over,40.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,42.35,0.5431,0.566,0.4897,0.0216,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-109,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:pra:40.5:under,220e544c0e1716ed,Donovan Mitchell,pra,under,40.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,42.35,0.4569,0.434,0.5103,-0.0865,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-119,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
2a4f649870db0148:pra:26.5:over,2a4f649870db0148,Miles Bridges,pra,over,26.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,26.5,0.5043,0.5,0.5142,-0.0453,0.16,LOW,,,PASS,-122,,,
2a4f649870db0148:pra:26.5:under,2a4f649870db0148,Miles Bridges,pra,under,26.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,26.5,0.4957,0.5,0.4858,-0.0235,0.16,LOW,,,PASS,-108,,,
e300be223d9124fe:pra:9.5:over,e300be223d9124fe,Sion James,pra,over,9.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,9.5,0.5104,0.5,0.5347,-0.0585,0.16,LOW,,,PASS,-132,,,
e300be223d9124fe:pra:9.5:under,e300be223d9124fe,Sion James,pra,under,9.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,9.5,0.4896,0.5,0.4653,-0.0055,0.16,LOW,,,PASS,102,,,
ada18546837dac41:pra:27.5:over,ada18546837dac41,Jarrett Allen,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,27.77,0.5053,0.5158,0.4808,-0.0093,0.16,LOW,{'home': 1.01},home,PASS,-106,,,
ada18546837dac41:pra:27.5:under,ada18546837dac41,Jarrett Allen,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,27.77,0.4947,0.4842,0.5192,-0.0609,0.16,LOW,{'home': 1.01},home,PASS,-125,,,
d6fa084d1a037f96:pra:18.5:over,d6fa084d1a037f96,De'Andre Hunter,pra,over,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,ATL,,,4,False,17.05,0.4077,0.3629,0.5123,-0.1377,0.2,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-120,,,
d6fa084d1a037f96:pra:18.5:under,d6fa084d1a037f96,De'Andre Hunter,pra,under,18.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,ATL,,,4,False,17.05,0.5923,0.6371,0.4877,0.0731,0.2,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-108,,,
335aba9590921564:pra:14.5:over,335aba9590921564,Lonzo Ball,pra,over,14.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,14.5,0.5031,0.5,0.5103,-0.0403,0.16,LOW,,,PASS,-119,,,
335aba9590921564:pra:14.5:under,335aba9590921564,Lonzo Ball,pra,under,14.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,14.5,0.4969,0.5,0.4897,-0.0246,0.16,LOW,,,PASS,-109,,,
8a59c926ad0214ec:pra:31.5:over,8a59c926ad0214ec,Darius Garland,pra,over,31.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,37.9,0.6745,0.7545,0.4877,0.1553,0.349,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-108,,,
8a59c926ad0214ec:pra:31.5:under,8a59c926ad0214ec,Darius Garland,pra,under,31.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,4,False,37.9,0.3255,0.2455,0.5123,-0.2199,0.349,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-120,,,
440168766d15343b:pra:27.5:over,440168766d15343b,Kon Knueppel,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,27.5,0.4985,0.5,0.4948,-0.0276,0.16,LOW,,,PASS,-111,,,
440168766d15343b:pra:27.5:under,440168766d15343b,Kon Knueppel,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,27.5,0.5015,0.5,0.5052,-0.0355,0.16,LOW,,,PASS,-116,,,
a7dee1eef19c56f4:pra:32.5:over,a7dee1eef19c56f4,LaMelo Ball,pra,over,32.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,32.5,0.4963,0.5,0.4877,-0.0229,0.11,LOW,,,PASS,-108,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:pra:32.5:under,a7dee1eef19c56f4,LaMelo Ball,pra,under,32.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,32.5,0.5037,0.5,0.5123,-0.0418,0.11,LOW,,,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
b08b695cba57a107:rebounds:6.5:over,b08b695cba57a107,Ryan Kalkbrenner,rebounds,over,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.4925,0.5,0.4751,-0.0173,0.06,LOW,,,PASS,-104,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
b08b695cba57a107:rebounds:6.5:under,b08b695cba57a107,Ryan Kalkbrenner,rebounds,under,6.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,6.5,0.5075,0.5,0.5249,-0.0558,0.06,LOW,,,PASS,-129,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
220e544c0e1716ed:rebounds:4.5:over,220e544c0e1716ed,Donovan Mitchell,rebounds,over,4.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,3.61,0.3912,0.3672,0.447,-0.0873,0.1677,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,109,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:rebounds:4.5:under,220e544c0e1716ed,Donovan Mitchell,rebounds,under,4.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,6,False,3.61,0.6088,0.6328,0.553,0.017,0.1677,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",PASS,-145,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
e300be223d9124fe:rebounds:2.5:over,e300be223d9124fe,Sion James,rebounds,over,2.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,2.5,0.5097,0.5,0.5323,-0.0593,0.16,LOW,,,PASS,-132,,,
e300be223d9124fe:rebounds:2.5:under,e300be223d9124fe,Sion James,rebounds,under,2.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,2.5,0.4903,0.5,0.4677,-0.0097,0.16,LOW,,,PASS,100,,,
2a4f649870db0148:rebounds:5.5:over,2a4f649870db0148,Miles Bridges,rebounds,over,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,5.5,0.4886,0.5,0.4621,-0.0064,0.16,LOW,,,PASS,102,,,
2a4f649870db0148:rebounds:5.5:under,2a4f649870db0148,Miles Bridges,rebounds,under,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CHA,CLE,False,,,5.5,0.5114,0.5,0.5379,-0.0649,0.16,LOW,,,PASS,-136,,,
0fcc97fb82556cb2:rebounds:5.5:over,0fcc97fb82556cb2,Jaylon Tyson,rebounds,over,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,5.55,0.5262,0.5158,0.5504,-0.0623,0.16,LOW,{'home': 1.01},home,PASS,-143,,,
0fcc97fb82556cb2:rebounds:5.5:under,0fcc97fb82556cb2,Jaylon Tyson,rebounds,under,5.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,CLE,CHA,True,,,5.55,0.4738,0.4842,0.4496,-0.0069,0.16,LOW,{'home': 1.01},home,PASS,108,,,
0aa082da5aeeb340:rebounds:7.5:over,0aa082da5aeeb340,Moussa Diabate,rebounds,over,7.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:10:00+00:00,,,,,,7.5,0.4967,0.5,0.4889,-0.0271,0.16,LOW,,,PASS,-110,,,
